 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    7     77.1556      8.5731    1.042206E+01
    8      0.2272     15.6042    3.478182E-02
    9     29.7623     20.8929    5.092313E+00
   10      0.1970     25.5587    3.725465E-02
   11     17.7375     29.9079    3.673798E+00
   12      0.1593     34.0752    3.586335E-02
   13     11.8392     38.1342    2.878599E+00
   14      0.1291     42.1304    3.371470E-02
   15      8.3601     46.0952    2.333824E+00
   16      0.1040     50.0518    3.090596E-02
   17      6.1580     54.0190    1.940898E+00
   18      0.0835     58.0129    2.782167E-02
   19      4.6185     62.0481    1.622036E+00
   20      0.0667     66.1390    2.462661E-02
   21      3.6025     70.2997    1.394978E+00
   22      0.0526     74.5457    2.131539E-02
   23      2.8446     78.8938    1.203966E+00
   24      0.0408     83.3631    1.800326E-02
   25      2.3284     87.9762    1.069357E+00
   26      0.0311     92.7603    1.484333E-02
   27      1.9950     97.7494    9.880993E-01
   28      0.0231    102.9872    1.185719E-02
   29      1.7736    108.5322    9.423293E-01
   30      0.0165    114.4659    9.063768E-03
   31      1.7112    120.9090    9.708147E-01
   32      0.0110    128.0545    6.438742E-03
   33      1.8072    136.2494    1.090375E+00
   34      0.0061    146.2545    3.790303E-03
   35      2.8585    160.7137    1.827644E+00
