 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   15     40.4378      7.6294    4.462030E+00
   16      0.9851     13.5469    1.157118E-01
   17     15.7694     17.8199    1.964565E+00
   18      0.6428     21.4585    8.465660E-02
   19      8.9993     24.7481    1.249271E+00
   20      0.4028     27.8167    5.878365E-02
   21      5.8470     30.7341    8.949212E-01
   22      0.2866     33.5437    4.590626E-02
   23      4.2465     36.2740    7.104152E-01
   24      0.2239     38.9456    3.905111E-02
   25      3.1745     41.5737    5.762736E-01
   26      0.1683     44.1698    3.174996E-02
   27      2.3632     46.7434    4.626434E-01
   28      0.1215     49.3021    2.465099E-02
   29      1.9060     51.8524    4.002747E-01
   30      0.0913     54.4001    1.982366E-02
   31      1.5533     56.9502    3.483206E-01
   32      0.0713     59.5072    1.649628E-02
   33      1.2357     62.0756    2.946939E-01
   34      0.0558     64.6596    1.370461E-02
   35      1.0202     67.2631    2.578261E-01
   36      0.0430     69.8903    1.117312E-02
   37      0.8679     72.5452    2.316937E-01
   38      0.0326     75.2323    8.934938E-03
   39      0.7507     77.9560    2.110944E-01
   40      0.0237     80.7212    6.833082E-03
   41      0.6275     83.5330    1.853852E-01
   42      0.0159     86.3974    4.810600E-03
   43      0.4578     89.3207    1.417680E-01
   44      0.0102     92.3102    3.231271E-03
   45      0.2945     95.3743    9.539156E-02
   46      0.0064     98.5225    2.118586E-03
   47      0.1989    101.7663    6.725764E-02
   48      0.0040    105.1192    1.381068E-03
   49      0.1381    108.5977    4.866448E-02
   50      0.0023    112.2223    8.268609E-04
   51      0.0886    116.0188    3.248285E-02
   52      0.0013    120.0209    4.858653E-04
   53      0.0656    124.2741    2.498451E-02
   54      0.0006    128.8419    2.327882E-04
   55      0.0507    133.8189    2.003153E-02
   56      0.0002    139.3562    8.044363E-05
   57      0.0281    145.7258    1.150237E-02
   58      0.0000    153.5233    0.000000E+00
   59      0.0118    164.8106    4.998184E-03
