 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    9     32.6388     17.0239    8.743165E+00
   10      0.0256     31.0652    7.579493E-03
   11     13.5382     41.6673    4.390052E+00
   12      0.0238     51.1344    8.388762E-03
   13      8.6577     60.1314    3.295696E+00
   14      0.0192     68.9877    7.850189E-03
   15      6.3265     77.9266    2.765070E+00
   16      0.0146     87.1454    6.792782E-03
   17      5.1590     96.8646    2.545742E+00
   18      0.0102    107.3860    5.320872E-03
   19      4.7829    119.2126    2.629885E+00
   20      0.0059    133.4133    3.410490E-03
   21      6.8654    153.6916    4.162126E+00
