j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 25 13.5 9.9264 33.6264 23.699999999999999 2.2653910312460863 2.265391E+00 19.6272
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 27 15.5 10.5783 24.3783 13.800000000000001 2.2021845560016917 2.202185E+00 17.1738
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 29 17.5 9.8699 19.6699 9.8000000000000007 2.1389096288808060 2.138910E+00 15.2656
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 31 19.5 8.9855 16.6855 7.7000000000000011 2.0873422978238612 2.087342E+00 13.739
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 33 21.5 8.2791 14.5791 6.3000000000000007 2.0208982866745266 2.020898E+00 12.49
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 35 23.5 7.593 12.9930 5.4000000000000004 2.0226015757596261 2.022602E+00 11.4492
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 37 25.5 7.0459 11.7459 4.7000000000000011 1.9455997407088399 1.945600E+00 10.5685
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 39 27.5 6.4343 10.7343 4.3000000000000007 2.0045196133131240 2.004520E+00 9.8136
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 41 29.5 5.8941 9.8941 4.0000000000000009 2.2159478123475078 2.215948E+00 9.15936
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 43 31.5 5.5834 9.1834 3.6000000000000001 2.1582955940542523 2.158296E+00 8.5869
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
22 45 33.5 5.3731 8.5731 3.2000000000000002 2.2575711286832263 2.257571E+00 8.08179
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
24 47 35.5 5.1426 8.0426 2.8999999999999999 2.0085330160661865 2.008533E+00 7.6328
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
26 49 37.5 4.9766 7.5766 2.6000000000000001 2.1456810388660328 2.145681E+00 7.23108
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 24 12.5 6.306 43.8060 37.500000000000000 2.2997593340726201 2.299759E+00 21.137
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 25 13.5 9.9264 33.6264 23.699999999999999 2.2653910312460863 2.265391E+00 19.6272
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
03 26 14.5 10.6518 28.0518 17.399999999999999 2.2332466472424888 2.233247E+00 18.3187
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 27 15.5 10.5783 24.3783 13.800000000000001 2.2021845560016917 2.202185E+00 17.1738
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
05 28 16.5 10.316 21.7160 11.400000000000000 2.1658046726714919 2.165805E+00 16.1636
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 29 17.5 9.8699 19.6699 9.8000000000000007 2.1389096288808060 2.138910E+00 15.2656
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
07 30 18.5 9.4333 18.0333 8.6000000000000014 2.1258939833728920 2.125894E+00 14.4622
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 31 19.5 8.9855 16.6855 7.7000000000000011 2.0873422978238612 2.087342E+00 13.739
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
09 32 20.5 8.6509 15.5509 6.9000000000000004 2.0581199275678168 2.058120E+00 13.0848
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 33 21.5 8.2791 14.5791 6.3000000000000007 2.0208982866745266 2.020898E+00 12.49
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
11 34 22.5 7.9348 13.7348 5.8000000000000007 2.0610025983154143 2.061003E+00 11.947
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 35 23.5 7.593 12.9930 5.4000000000000004 2.0226015757596261 2.022602E+00 11.4492
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
13 36 24.5 7.2348 12.3348 5.1000000000000005 2.0544433591090385 2.054443E+00 10.9912
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 37 25.5 7.0459 11.7459 4.7000000000000011 1.9455997407088399 1.945600E+00 10.5685
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
15 38 26.5 6.7153 11.2153 4.5000000000000009 2.0458576004413689 2.045858E+00 10.1771
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
