j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 31 16.5 10.4463 33.9463 23.500000000000000 1.3314389169722827 1.331439E+00 18.1498
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 33 18.5 11.0863 24.7863 13.700000000000001 1.2916380031629768 1.291638E+00 16.2393
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 35 20.5 10.4235 20.1235 9.7000000000000011 1.2513649527737665 1.251365E+00 14.6927
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 37 22.5 9.4638 17.1638 7.7000000000000011 1.2501801480029018 1.250180E+00 13.4151
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 39 24.5 8.77 15.0700 6.3000000000000007 1.2336931231068904 1.233693E+00 12.3419
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 41 26.5 8.0889 13.4889 5.4000000000000004 1.1659806585310692 1.165981E+00 11.4277
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 43 28.5 7.242 12.2420 5.0000000000000009 1.3948583272808057 1.394858E+00 10.6396
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 45 30.5 6.7273 11.2273 4.5000000000000009 1.5808489996787207 1.580849E+00 9.95314
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 47 32.5 6.5819 10.3819 3.8000000000000003 1.4188382883079509 1.418838E+00 9.34992
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 49 34.5 6.2644 9.6644 3.3999999999999999 1.3680489196558028 1.368049E+00 8.81563
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 30 15.5 6.6449 44.0449 37.399999999999999 1.3494702896615629 1.349470E+00 19.2842
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 31 16.5 10.4463 33.9463 23.500000000000000 1.3314389169722827 1.331439E+00 18.1498
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
03 32 17.5 11.1236 28.4236 17.300000000000001 1.3208889920360796 1.320889E+00 17.1415
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 33 18.5 11.0863 24.7863 13.700000000000001 1.2916380031629768 1.291638E+00 16.2393
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
05 34 19.5 10.7503 22.1503 11.400000000000000 1.2685399089576508 1.268540E+00 15.4274
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 35 20.5 10.4235 20.1235 9.7000000000000011 1.2513649527737665 1.251365E+00 14.6927
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
07 36 21.5 9.9012 18.5012 8.6000000000000014 1.2651649132104632 1.265165E+00 14.0249
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 37 22.5 9.4638 17.1638 7.7000000000000011 1.2501801480029018 1.250180E+00 13.4151
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
09 38 23.5 9.0367 16.0367 7.0000000000000009 1.3193169842305843 1.319317E+00 12.8561
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 39 24.5 8.77 15.0700 6.3000000000000007 1.2336931231068904 1.233693E+00 12.3419
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
11 40 25.5 8.429 14.2290 5.8000000000000007 1.2848964851733875 1.284896E+00 11.8672
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 41 26.5 8.0889 13.4889 5.4000000000000004 1.1659806585310692 1.165981E+00 11.4277
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
13 42 27.5 7.8313 12.8313 5.0000000000000009 1.1979523354939496 1.197952E+00 11.0195
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 43 28.5 7.242 12.2420 5.0000000000000009 1.3948583272808057 1.394858E+00 10.6396
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
15 44 29.5 7.1102 11.7102 4.6000000000000005 1.4652005678783500 1.465201E+00 10.2849
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 45 30.5 6.7273 11.2273 4.5000000000000009 1.5808489996787207 1.580849E+00 9.95314
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
17 46 31.5 6.5864 10.7864 4.2000000000000002 1.4132208826735759 1.413221E+00 9.6421
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 47 32.5 6.5819 10.3819 3.8000000000000003 1.4188382883079509 1.418838E+00 9.34992
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
19 48 33.5 6.5091 10.0091 3.5000000000000000 1.4435420377747166 1.443542E+00 9.07492
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 49 34.5 6.2644 9.6644 3.3999999999999999 1.3680489196558028 1.368049E+00 8.81563
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
21 50 35.5 6.1444 9.3444 3.2000000000000002 1.3181823115135549 1.318182E+00 8.57076
