 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   34      1.9193     18.7815    5.334994E-01
   35      0.0040     33.4835    1.144090E-03
   36      0.7381     44.1009    2.170601E-01
   37      0.0040     53.2041    1.208546E-03
   38      0.4034     61.5366    1.251321E-01
   39      0.0032     69.4511    1.018401E-03
   40      0.2934     77.1619    9.573860E-02
   41      0.0024     84.8268    8.024746E-04
   42      0.2357     92.5840    8.070872E-02
   43      0.0017    100.5768    5.958132E-04
   44      0.2117    108.9804    7.590193E-02
   45      0.0010    118.0444    3.665923E-04
   46      0.2037    128.1912    7.631606E-02
   47      0.0005    140.3215    1.913531E-04
   48      0.2671    157.5497    1.043729E-01
