 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   12     43.6377      6.0173    3.536428E+00
   13      5.5992     10.7287    4.900639E-01
   14     13.9144     14.1573    1.308053E+00
   15      2.6162     17.0956    2.629030E-01
   16      7.6365     19.7658    8.169044E-01
   17      1.6916     22.2669    1.919237E-01
   18      4.9065     24.6526    5.884865E-01
   19      1.2169     26.9556    1.538447E-01
   20      3.4227     29.1977    4.548997E-01
   21      0.8766     31.3941    1.221892E-01
   22      2.4730     33.5560    3.607444E-01
   23      0.5906     35.6918    8.998171E-02
   24      1.9362     37.8082    3.075454E-01
   25      0.3578     39.9106    5.915255E-02
   26      1.4995     42.0034    2.576234E-01
   27      0.1960     44.0904    3.494473E-02
   28      1.1336     46.1749    2.094583E-01
   29      0.1087     48.2596    2.078952E-02
   30      0.9076     50.3474    1.794681E-01
   31      0.0756     52.4404    1.543922E-02
   32      0.8012     54.5411    1.688174E-01
   33      0.0618     56.6514    1.342228E-02
   34      0.6586     58.7734    1.473105E-01
   35      0.0493     60.9092    1.134666E-02
   36      0.4506     63.0607    1.066294E-01
   37      0.0385     65.2301    9.360196E-03
   38      0.3280     67.4193    8.187052E-02
   39      0.0302     69.6306    7.733872E-03
   40      0.2747     71.8661    7.212846E-02
   41      0.0233     74.1283    6.268981E-03
   42      0.2307     76.4196    6.356667E-02
   43      0.0172     78.7427    4.850770E-03
   44      0.1925     81.1007    5.553716E-02
   45      0.0119     83.4966    3.510357E-03
   46      0.1402     85.9341    4.226627E-02
   47      0.0079     88.4170    2.432841E-03
   48      0.1081     90.9497    3.399072E-02
   49      0.0048     93.5371    1.540421E-03
   50      0.0999     96.1848    3.270769E-02
   51      0.0024     98.8993    8.013301E-04
   52      0.0684    101.6880    2.328136E-02
   53      0.0009    104.5595    3.121686E-04
   54      0.0283    107.5243    9.999445E-03
   55      0.0003    110.5947    1.079462E-04
   56      0.0094    113.7860    3.443256E-03
   57      0.0001    117.1169    3.727870E-05
   58      0.0038    120.6116    1.441227E-03
   59      0.0000    124.3013    0.000000E+00
   60      0.0010    128.2281    3.922368E-04
   61      0.0000    132.4514    0.000000E+00
   62      0.0001    137.0590    4.052033E-05
   63      0.0000    142.1918    0.000000E+00
   64      0.0002    148.1031    8.363396E-05
   65      0.0000    155.3474    0.000000E+00
   66      0.0002    165.8427    8.622726E-05
