 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2    430.6721     24.0948    1.762932E+02
    3      0.1617     50.2820    9.266737E-02
    4     64.1513     74.1058    4.726795E+01
    5      0.0344    100.5197    3.097918E-02
    6     34.8065    136.9113    3.704439E+01
