 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   11     40.1992     11.0582    6.830361E+00
   12      0.0963     19.8576    1.778544E-02
   13     16.2568     26.3320    3.242629E+00
   14      0.0929     31.9478    1.990271E-02
   15      9.9361     37.1161    2.275496E+00
   16      0.0814     42.0218    1.984434E-02
   17      6.8203     46.7677    1.763478E+00
   18      0.0689     51.4191    1.883299E-02
   19      4.9048     56.0222    1.413137E+00
   20      0.0566     60.6123    1.714347E-02
   21      3.7277     65.2188    1.184153E+00
   22      0.0455     69.8681    1.512594E-02
   23      2.8878     74.5852    1.002682E+00
   24      0.0358     79.3961    1.295918E-02
   25      2.3336     84.3285    8.792148E-01
   26      0.0276     89.4142    1.080646E-02
   27      1.9796     94.6912    8.043379E-01
   28      0.0206    100.2069    8.674421E-03
   29      1.7455    106.0233    7.607996E-01
   30      0.0148    112.2260    6.669449E-03
   31      1.6732    118.9405    7.787298E-01
   32      0.0099    126.3666    4.753866E-03
   33      1.7577    134.8623    8.699974E-01
   34      0.0055    145.2120    2.803562E-03
   35      2.7694    160.1424    1.452588E+00
