 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   36      1.8829     13.2430    3.699705E-01
   37      0.0062     23.3649    1.251613E-03
   38      0.8561     30.5607    1.774321E-01
   39      0.0067     36.6126    1.424685E-03
   40      0.5726     42.0308    1.248399E-01
   41      0.0058     47.0480    1.295756E-03
   42      0.3788     51.7942    8.666543E-02
   43      0.0044     56.3517    1.030360E-03
   44      0.2391     60.7776    5.727784E-02
   45      0.0032     65.1142    7.838057E-04
   46      0.1580     69.3949    3.955096E-02
   47      0.0021     73.6479    5.369822E-04
   48      0.1110     77.8977    2.898089E-02
   49      0.0011     82.1675    2.931196E-04
   50      0.0667     86.4799    1.813277E-02
   51      0.0005     90.8581    1.386195E-04
   52      0.0277     95.3275    7.828636E-03
   53      0.0002     99.9168    5.760110E-05
   54      0.0082    104.6602    2.405788E-03
   55      0.0001    109.6000    2.987721E-05
   56      0.0033    114.7913    1.003713E-03
   57      0.0000    120.3097    0.000000E+00
   58      0.0018    126.2658    5.668595E-04
   59      0.0000    132.8349    0.000000E+00
   60      0.0007    140.3306    2.279819E-04
   61      0.0000    149.4393    0.000000E+00
   62      0.0002    162.5424    6.729101E-05
