 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   17     19.0989     12.9990    3.736203E+00
   18      0.0554     23.1624    1.145686E-02
   19      7.8398     30.5305    1.708928E+00
   20      0.0519     36.8441    1.189338E-02
   21      4.9198     42.5976    1.182415E+00
   22      0.0454     48.0156    1.141885E-02
   23      3.3984     53.2249    8.927429E-01
   24      0.0381     58.3070    1.043458E-02
   25      2.5541     63.3201    7.280515E-01
   26      0.0311     68.3097    9.212772E-03
   27      2.0205     73.3144    6.211201E-01
   28      0.0248     78.3698    7.900973E-03
   29      1.6565     83.5108    5.462576E-01
   30      0.0193     88.7749    6.580232E-03
   31      1.4416     94.2040    5.076208E-01
   32      0.0145     99.8489    5.267874E-03
   33      1.2749    105.7742    4.774248E-01
   34      0.0105    112.0675    4.049416E-03
   35      1.1927    118.8557    4.733078E-01
   36      0.0070    126.3393    2.856110E-03
   37      1.2821    134.8765    5.374489E-01
   38      0.0038    145.2504    1.635416E-03
   39      2.0922    160.1821    9.238136E-01
