j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 28 15 10.5037 33.8037 23.300000000000001 0.86330216837350049 8.633022E-01 18.8485
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 30 17 11.1033 24.6033 13.500000000000002 0.85217649834886944 8.521765E-01 16.6944
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 32 19 10.3191 19.9191 9.6000000000000014 0.83268616100284265 8.326862E-01 14.9822
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 34 21 9.3473 16.9473 7.6000000000000005 0.86163766481237070 8.616377E-01 13.5885
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 36 23 8.5468 14.8468 6.3000000000000007 0.88463208402982296 8.846321E-01 12.432
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 38 25 7.7627 13.2627 5.5000000000000009 0.95183005330688131 9.518301E-01 11.457
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 40 27 7.2149 12.0149 4.8000000000000007 0.91247971611227052 9.124797E-01 10.6237
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 42 29 6.701 11.0010 4.3000000000000007 1.1054740966743168 1.105474E+00 9.90347
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 44 31 6.3574 10.1574 3.8000000000000003 0.82306689897744634 8.230669E-01 9.27468
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 46 33 6.0425 9.4425 3.3999999999999999 0.90691367473797602 9.069137E-01 8.72096
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
22 48 35 5.6276 8.8276 3.2000000000000002 0.76038843064130412 7.603884E-01 8.22964
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
24 50 37 5.2922 8.2922 3.0000000000000000 0.90028862220860939 9.002886E-01 7.79073
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 27 14 6.6387 43.9387 37.299999999999997 0.87050079464838981 8.705008E-01 20.1484
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 28 15 10.5037 33.8037 23.300000000000001 0.86330216837350049 8.633022E-01 18.8485
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
03 29 16 11.2573 28.2573 17.000000000000000 0.85520983037695031 8.552098E-01 17.7062
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 30 17 11.1033 24.6033 13.500000000000002 0.85217649834886944 8.521765E-01 16.6944
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
05 31 18 10.755 21.9550 11.200000000000001 0.84101621607329013 8.410162E-01 15.792
