 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    7     68.9363      9.6916    1.054491E+01
    8      0.1543     17.6606    2.674967E-02
    9     26.6855     23.6653    5.170499E+00
   10      0.1356     28.9747    2.903906E-02
   11     15.9766     33.9367    3.747276E+00
   12      0.1092     38.7057    2.783980E-02
   13     10.7509     43.3666    2.960139E+00
   14      0.0875     47.9735    2.587674E-02
   15      7.6602     52.5647    2.421616E+00
   16      0.0701     57.1698    2.359041E-02
   17      5.7157     61.8145    2.040051E+00
   18      0.0558     66.5219    2.105423E-02
   19      4.3574     71.3152    1.732988E+00
   20      0.0439     76.2186    1.835489E-02
   21      3.4684     81.2591    1.520902E+00
   22      0.0338     86.4679    1.551075E-02
   23      2.8298     91.8829    1.356304E+00
   24      0.0253     97.5523    1.264213E-02
   25      2.4214    103.5392    1.259332E+00
   26      0.0182    109.9316    9.836731E-03
   27      2.2408    116.8587    1.256809E+00
   28      0.0122    124.5269    7.091502E-03
   29      2.3224    133.3066    1.397309E+00
   30      0.0068    144.0099    4.230019E-03
   31      3.7332    159.4623    2.398421E+00
