 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   15     29.1708     10.1821    4.430949E+00
   16      0.2013     18.1242    3.254951E-02
   17     11.7256     23.8792    2.010897E+00
   18      0.1553     28.8007    2.815528E-02
   19      7.1130     33.2711    1.359265E+00
   20      0.1210     37.4626    2.430838E-02
   21      4.9054     41.4702    1.033545E+00
   22      0.0928     45.3532    2.046196E-02
   23      3.5151     49.1523    8.095101E-01
   24      0.0729     52.8969    1.750291E-02
   25      2.6868     56.6101    6.714168E-01
   26      0.0589     60.3104    1.529600E-02
   27      2.1045     64.0141    5.671505E-01
   28      0.0473     67.7354    1.321060E-02
   29      1.6956     71.4882    4.901874E-01
   30      0.0376     75.2856    1.123840E-02
   31      1.4293     79.1415    4.412154E-01
   32      0.0295     83.0704    9.395547E-03
   33      1.1952     87.0881    3.923757E-01
   34      0.0226     91.2129    7.640895E-03
   35      1.0245     95.4657    3.564159E-01
   36      0.0169     99.8721    6.045000E-03
   37      0.9238    104.4637    3.394892E-01
   38      0.0121    109.2809    4.565231E-03
   39      0.8661    114.3777    3.352601E-01
   40      0.0081    119.8293    3.214821E-03
   41      0.8492    125.7465    3.453622E-01
   42      0.0048    132.3068    1.999157E-03
   43      0.8716    139.8285    3.715551E-01
   44      0.0022    149.0093    9.593993E-04
   45      1.1642    162.2698    5.191056E-01
