j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 18 10 9.179 32.9790 23.800000000000001 2.0418481148855849 2.041848E+00 21.827
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 20 12 9.6782 23.5782 13.900000000000000 1.9937199835459190 1.993720E+00 18.3346
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 22 14 8.9038 18.8038 9.9000000000000004 1.9530622037406307 1.953062E+00 15.8057
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 24 16 7.9932 15.7932 7.8000000000000007 1.9267636294611903 1.926764E+00 13.8899
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 26 18 7.2815 13.6815 6.4000000000000004 1.8877667847169348 1.887767E+00 12.3883
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 28 20 6.6023 12.1023 5.5000000000000009 1.8861643564839641 1.886164E+00 11.1797
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 30 22 6.0689 10.8689 4.8000000000000007 1.8840574011008484 1.884057E+00 10.1859
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 32 24 5.575 9.8750 4.3000000000000007 1.9331049310865069 1.933105E+00 9.35441
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 34 26 5.0547 9.0547 4.0000000000000009 1.9948887514839515 1.994889E+00 8.64842
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 36 28 4.665 8.3650 3.7000000000000002 2.0343967042592044 2.034397E+00 8.04151
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
22 38 30 4.3761 7.7761 3.3999999999999999 1.8514094697209535 1.851409E+00 7.5142
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
24 40 32 3.9669 7.2669 3.3000000000000003 1.9093481608811949 1.909348E+00 7.05179
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
26 42 34 3.8219 6.8219 3.0000000000000000 1.9196723554646860 1.919672E+00 6.64299
