 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    3     99.6158     12.6044    2.097891E+01
    4      0.0493     24.3783    1.334892E-02
    5     31.3591     33.9510    1.037798E+01
    6      0.0384     42.9520    1.501866E-02
    7     17.4041     51.8247    7.854155E+00
    8      0.0269     60.7941    1.375808E-02
    9     11.8441     70.0277    6.770368E+00
   10      0.0178     79.6934    1.124594E-02
   11      9.1665     90.0000    6.342902E+00
   12      0.0113    101.2552    8.499142E-03
   13      8.2469    113.9930    6.699017E+00
   14      0.0062    129.3707    5.409365E-03
   15     11.3684    151.4392    1.060273E+01
