 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   16     13.5869      9.8750    1.933105E+00
   17      0.3907     17.5481    5.895662E-02
   18      5.0335     23.0917    8.029581E-01
   19      0.2050     27.8189    3.446986E-02
   20      2.9953     32.1014    5.294748E-01
   21      0.1131     36.1062    2.096777E-02
   22      2.1021     39.9258    4.078373E-01
   23      0.0690     43.6175    1.398196E-02
   24      1.5574     47.2204    3.290163E-01
   25      0.0481     50.7627    1.057636E-02
   26      1.2604     54.2662    2.880085E-01
   27      0.0371     57.7482    8.797468E-03
   28      1.0646     61.2233    2.616269E-01
   29      0.0294     64.7045    7.478603E-03
   30      0.8722     68.2036    2.293861E-01
   31      0.0238     71.7317    6.464555E-03
   32      0.7152     75.2999    2.004297E-01
   33      0.0193     78.9196    5.575107E-03
   34      0.6477     82.6029    1.926833E-01
   35      0.0152     86.3627    4.652893E-03
   36      0.5348     90.2138    1.683199E-01
   37      0.0117     94.1731    3.783278E-03
   38      0.3709     98.2604    1.231314E-01
   39      0.0089    102.5001    3.031365E-03
   40      0.2929    106.9225    1.022882E-01
   41      0.0065    111.5663    2.326015E-03
   42      0.2674    116.4838    9.799444E-02
   43      0.0045    121.7476    1.687924E-03
   44      0.2511    127.4650    9.635136E-02
   45      0.0028    133.8078    1.098552E-03
   46      0.2716    141.0844    1.089015E-01
   47      0.0014    149.9705    5.734199E-04
   48      0.3924    162.8101    1.641050E-01
