 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   28      4.7649      9.5941    6.545789E-01
   29      0.0602     16.8957    8.560159E-03
   30      1.9962     22.0813    2.934724E-01
   31      0.0598     26.4323    9.079775E-03
   32      1.3003     30.3149    2.036996E-01
   33      0.0448     33.8949    7.234128E-03
   34      0.9074     37.2640    1.508972E-01
   35      0.0371     40.4795    6.348419E-03
   36      0.6398     43.5796    1.125642E-01
   37      0.0295     46.5918    5.332325E-03
   38      0.4854     49.5369    9.007906E-02
   39      0.0222     52.4309    4.226817E-03
   40      0.3867     55.2865    7.549054E-02
   41      0.0153     58.1146    3.060574E-03
   42      0.3060     60.9244    6.268645E-02
   43      0.0095     63.7237    1.991940E-03
   44      0.2492     66.5199    5.345291E-02
   45      0.0059     69.3197    1.293978E-03
   46      0.2248     72.1292    5.038632E-02
   47      0.0040     74.9547    9.158344E-04
   48      0.1925     77.8021    4.500241E-02
   49      0.0024     80.6777    5.726375E-04
   50      0.1211     83.5878    2.947806E-02
   51      0.0011     86.5391    2.730633E-04
   52      0.0499     89.5388    1.262767E-02
   53      0.0004     92.5950    1.031519E-04
   54      0.0152     95.7166    3.993038E-03
   55      0.0001     98.9136    2.675200E-05
   56      0.0052    102.1979    1.416169E-03
   57      0.0000    105.5833    0.000000E+00
   58      0.0018    109.0864    5.075651E-04
   59      0.0000    112.7280    0.000000E+00
   60      0.0004    116.5337    1.166484E-04
   61      0.0000    120.5373    0.000000E+00
   62      0.0002    124.7836    6.025226E-05
   63      0.0000    129.3359    0.000000E+00
   64      0.0001    134.2874    3.109017E-05
   65      0.0000    139.7877    0.000000E+00
   66      0.0001    146.1051    3.205420E-05
   67      0.0000    153.8279    0.000000E+00
   68      0.0001    164.9922    3.301824E-05
