j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 04 3 -24 24.000000000000000 176.29317514900285 23.151
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 06 5 -14.1 14.100000000000001 175.36317878169169 14.7324
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 04 3 0.0948 24.0948 24.000000000000000 176.29317514900285 1.762932E+02 23.151
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 06 5 0.8632 14.9632 14.100000000000001 175.36317878169169 1.753632E+02 14.7324
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 04 3 0.0948 24.0948 24.000000000000000 176.29317514900285 1.762932E+02 23.151
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 06 5 0.8632 14.9632 14.100000000000001 175.36317878169169 1.753632E+02 14.7324
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 08 7 0.8934 10.8934 10.000000000000002 174.25132519140726 1.742513E+02 10.8038
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 10 9 0.7731 8.5731 7.8000000000000007 172.97694121028889 1.729769E+02 8.52931
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 12 11 0.6706 7.0706 6.4000000000000004 171.50244547243167 1.715024E+02 7.04595
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 14 13 0.6173 6.0173 5.4000000000000004 169.81961017586747 1.698196E+02 6.00211
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 16 15 0.5377 5.2377 4.7000000000000011 167.90110329038981 1.679011E+02 5.22764
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 18 17 0.4371 4.6371 4.2000000000000002 165.76563678537852 1.657656E+02 4.6302
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 20 19 0.4603 4.1603 3.7000000000000002 163.40898346997540 1.634090E+02 4.15531
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 22 21 0.3725 3.7725 3.3999999999999999 160.85759347267256 1.608576E+02 3.76877
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
22 24 23 0.3509 3.4509 3.1000000000000001 157.99108966262142 1.579911E+02 3.44802
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
24 26 25 0.2798 3.1798 2.8999999999999999 155.04461546712230 1.550446E+02 3.17759
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
26 28 27 0.2483 2.9483 2.7000000000000002 151.96660569702894 1.519666E+02 2.94649
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
28 30 29 0.2482 2.7482 2.5000000000000000 148.30146391796794 1.483015E+02 2.74673
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
30 32 31 0.2735 2.5735 2.3000000000000003 144.69657707847986 1.446966E+02 2.57233
