j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 20 11 9.5109 33.2109 23.699999999999999 1.6013842279594843 1.601384E+00 21.1379
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 22 13 10.061 23.8610 13.800000000000001 1.5638363498127172 1.563836E+00 18.0063
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 24 15 9.3066 19.1066 9.8000000000000007 1.5302668528714498 1.530267E+00 15.6829
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 26 17 8.4021 16.1021 7.7000000000000011 1.5017264143166642 1.501726E+00 13.8906
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 28 19 7.6897 13.9897 6.3000000000000007 1.4912967437308655 1.491297E+00 12.4659
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 30 21 7.0058 12.4058 5.4000000000000004 1.4564198302829587 1.456420E+00 11.3063
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 32 23 6.3658 11.1658 4.8000000000000007 1.5430285528388834 1.543029E+00 10.3441
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 34 25 5.8642 10.1642 4.3000000000000007 1.5383009025248717 1.538301E+00 9.53276
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 36 27 5.4359 9.3359 3.8999999999999999 1.6606526287880823 1.660653E+00 8.83947
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 38 29 5.0378 8.6378 3.6000000000000001 1.5186568532650004 1.518657E+00 8.24018
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
22 40 31 4.5407 8.0407 3.5000000000000000 1.5498525964704484 1.549853E+00 7.717
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
24 42 33 4.4234 7.5234 3.1000000000000001 1.6118500126421338 1.611850E+00 7.25628
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
26 44 35 4.0706 7.0706 3.0000000000000000 1.4102091349417554 1.410209E+00 6.84748
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
28 46 37 3.9706 6.6706 2.7000000000000002 1.6456967162917493 1.645697E+00 6.48228
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
30 48 39 3.8145 6.3145 2.5000000000000000 1.5459982101100220 1.545998E+00 6.15406
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
32 50 41 3.7953 5.9953 2.2000000000000002 1.7344807234640665 1.734481E+00 5.85748
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 19 10 5.8915 43.4915 37.600000000000001 1.6213917518321088 1.621392E+00 23.151
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 20 11 9.5109 33.2109 23.699999999999999 1.6013842279594843 1.601384E+00 21.1379
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
03 21 12 10.175 27.5750 17.399999999999999 1.5811274307125196 1.581127E+00 19.4468
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 22 13 10.061 23.8610 13.800000000000001 1.5638363498127172 1.563836E+00 18.0063
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
05 23 14 9.6713 21.1713 11.500000000000002 1.5459689188395964 1.545969E+00 16.7645
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 24 15 9.3066 19.1066 9.8000000000000007 1.5302668528714498 1.530267E+00 15.6829
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
07 25 16 8.8576 17.4576 8.6000000000000014 1.5165341053456847 1.516534E+00 14.7324
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 26 17 8.4021 16.1021 7.7000000000000011 1.5017264143166642 1.501726E+00 13.8906
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
09 27 18 8.0632 14.9632 6.9000000000000004 1.4873162271103078 1.487316E+00 13.1398
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 28 19 7.6897 13.9897 6.3000000000000007 1.4912967437308655 1.491297E+00 12.4659
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
11 29 20 7.3458 13.1458 5.8000000000000007 1.4629159330412167 1.462916E+00 11.8578
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 30 21 7.0058 12.4058 5.4000000000000004 1.4564198302829587 1.456420E+00 11.3063
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
13 31 22 6.7507 11.7507 5.0000000000000009 1.4327943853616369 1.432794E+00 10.8038
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 32 23 6.3658 11.1658 4.8000000000000007 1.5430285528388834 1.543029E+00 10.3441
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
15 33 24 6.24 10.6400 4.4000000000000004 1.4755989639615228 1.475599E+00 9.92185
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 34 25 5.8642 10.1642 4.3000000000000007 1.5383009025248717 1.538301E+00 9.53276
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
17 35 26 5.7315 9.7315 4.0000000000000009 1.5373222406539020 1.537322E+00 9.17303
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 36 27 5.4359 9.3359 3.8999999999999999 1.6606526287880823 1.660653E+00 8.83947
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
19 37 28 5.1726 8.9726 3.8000000000000003 1.7325715658991534 1.732572E+00 8.52931
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 38 29 5.0378 8.6378 3.6000000000000001 1.5186568532650004 1.518657E+00 8.24018
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
21 39 30 4.8281 8.3281 3.5000000000000000 1.5544981798501432 1.554498E+00 7.97001
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
22 40 31 4.5407 8.0407 3.5000000000000000 1.5498525964704484 1.549853E+00 7.717
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
23 41 32 4.5731 7.7731 3.2000000000000002 1.6528548684910986 1.652855E+00 7.47955
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
24 42 33 4.4234 7.5234 3.1000000000000001 1.6118500126421338 1.611850E+00 7.25628
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
25 43 34 4.2897 7.2897 3.0000000000000000 1.5171874963410958 1.517187E+00 7.04595
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
26 44 35 4.0706 7.0706 3.0000000000000000 1.4102091349417554 1.410209E+00 6.84748
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
27 45 36 4.0646 6.8646 2.8000000000000003 1.4453411929541764 1.445341E+00 6.65987
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
28 46 37 3.9706 6.6706 2.7000000000000002 1.6456967162917493 1.645697E+00 6.48228
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
29 47 38 3.9875 6.4875 2.5000000000000000 1.5911481022490195 1.591148E+00 6.31391
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
30 48 39 3.8145 6.3145 2.5000000000000000 1.5459982101100220 1.545998E+00 6.15406
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
31 49 40 3.9506 6.1506 2.2000000000000002 1.6360213393058254 1.636021E+00 6.00211
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
32 50 41 3.7953 5.9953 2.2000000000000002 1.7344807234640665 1.734481E+00 5.85748
