 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    8     39.2527     18.6784    1.141010E+01
    9      0.0389     34.3576    1.263788E-02
   10     11.5014     46.3542    4.129914E+00
   11      0.0205     57.2256    8.062184E-03
   12      5.6592     67.7324    2.419168E+00
   13      0.0110     78.2876    5.078406E-03
   14      3.5139     89.2246    1.742442E+00
   15      0.0061    100.9216    3.233423E-03
   16      2.7503    113.9537    1.551905E+00
   17      0.0030    129.4990    1.795396E-03
   18      3.6498    151.6019    2.309095E+00
