 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   13     66.9091      4.9759    4.653945E+00
   14      4.9688      8.8484    3.712118E-01
   15     25.8404     11.6540    2.063637E+00
   16      3.4012     14.0484    2.891468E-01
   17     14.8594     16.2160    1.339805E+00
   18      2.9997     18.2389    2.859248E-01
   19      9.2149     20.1618    9.258220E-01
   20      2.4528     22.0120    2.590707E-01
   21      6.4511     23.8076    7.146189E-01
   22      1.9843     25.5610    2.300340E-01
   23      4.7027     27.2814    5.693999E-01
   24      1.5561     28.9758    1.964291E-01
   25      3.5236     30.6494    4.629446E-01
   26      1.2044     32.3067    1.644443E-01
   27      2.8725     33.9510    4.070006E-01
   28      0.9222     35.5853    1.354167E-01
   29      2.3070     37.2119    3.506484E-01
   30      0.6854     38.8330    1.077076E-01
   31      1.9227     40.4502    3.120501E-01
   32      0.4873     42.0654    8.159848E-02
   33      1.5389     43.6797    2.656180E-01
   34      0.3273     45.2946    5.817915E-02
   35      1.1122     46.9113    2.034293E-01
   36      0.1982     48.5308    3.727338E-02
   37      0.8525     50.1541    1.647130E-01
   38      0.0988     51.7823    1.959837E-02
   39      0.7068     53.4163    1.438454E-01
   40      0.0398     55.0571    8.305014E-03
   41      0.6147     56.7054    1.314358E-01
   42      0.0177     58.3623    3.875828E-03
   43      0.5194     60.0286    1.164109E-01
   44      0.0114     61.7052    2.613769E-03
   45      0.3397     63.3930    7.963596E-02
   46      0.0077     65.0930    1.844786E-03
   47      0.1671     66.8060    4.089520E-02
   48      0.0050     68.5332    1.249436E-03
   49      0.0876     70.2754    2.234146E-02
   50      0.0029     72.0339    7.545563E-04
   51      0.0513     73.8097    1.361215E-02
   52      0.0012     75.6040    3.245957E-04
   53      0.0209     77.4181    5.761059E-03
   54      0.0003     79.2533    8.424032E-05
   55      0.0045     81.1112    1.286790E-03
   56      0.0001     82.9932    2.911057E-05
   57      0.0005     84.9010    1.481290E-04
   58      0.0000     86.8365    0.000000E+00
   59      0.0001     88.8017    3.065626E-05
   60      0.0000     90.7988    0.000000E+00
   61      0.0001     92.8302    3.168673E-05
   62      0.0000     94.8985    0.000000E+00
   63      0.0001     97.0068    3.271719E-05
   64      0.0000     99.1584    0.000000E+00
   65      0.0000    101.3571    0.000000E+00
   66      0.0000    103.6070    0.000000E+00
   67      0.0000    105.9132    0.000000E+00
   68      0.0000    108.2813    0.000000E+00
   69      0.0000    110.7177    0.000000E+00
   70      0.0000    113.2302    0.000000E+00
   71      0.0000    115.8279    0.000000E+00
   72      0.0000    118.5219    0.000000E+00
   73      0.0000    121.3255    0.000000E+00
   74      0.0000    124.2556    0.000000E+00
   75      0.0000    127.3334    0.000000E+00
   76      0.0000    130.5869    0.000000E+00
   77      0.0000    134.0534    0.000000E+00
   78      0.0000    137.7858    0.000000E+00
   79      0.0000    141.8623    0.000000E+00
   80      0.0000    146.4082    0.000000E+00
   81      0.0000    151.6487    0.000000E+00
   82      0.0000    158.0769    0.000000E+00
   83      0.0000    167.3956    0.000000E+00
