 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   13     52.1736      6.5868    5.033551E+00
   14      2.3199     11.7248    2.403960E-01
   15     22.1524     15.4524    2.453818E+00
   16      1.2173     18.6392    1.435395E-01
   17     12.7931     21.5294    1.599940E+00
   18      0.8177     24.2322    1.081075E-01
   19      8.3371     26.8070    1.161822E+00
   20      0.6478     29.2901    9.490405E-02
   21      5.8655     31.7059    9.012254E-01
   22      0.5471     34.0712    8.797093E-02
   23      4.2568     36.3986    7.148930E-01
   24      0.4218     38.6977    7.385206E-02
   25      3.1311     40.9761    5.705938E-01
   26      0.2867     43.2398    5.429546E-02
   27      2.3676     45.4941    4.652978E-01
   28      0.1931     47.7432    3.932938E-02
   29      1.9311     49.9910    4.071146E-01
   30      0.1402     52.2410    3.055890E-02
   31      1.5605     54.4962    3.512888E-01
   32      0.1030     56.7596    2.392272E-02
   33      1.2460     59.0340    2.982997E-01
   34      0.0751     61.3219    1.851608E-02
   35      1.0296     63.6261    2.612082E-01
   36      0.0561     65.9491    1.463341E-02
   37      0.8661     68.2936    2.321075E-01
   38      0.0418     70.6624    1.150077E-02
   39      0.7442     73.0584    2.100761E-01
   40      0.0297     75.4845    8.596099E-03
   41      0.6059     77.9439    1.796962E-01
   42      0.0196     80.4403    5.952987E-03
   43      0.4213     82.9772    1.309696E-01
   44      0.0125     85.5589    3.975209E-03
   45      0.2683     88.1900    8.724127E-02
   46      0.0080     90.8757    2.658477E-03
   47      0.1835     93.6218    6.229018E-02
   48      0.0050     96.4350    1.733012E-03
   49      0.1208     99.3230    4.273287E-02
   50      0.0029    102.2949    1.046597E-03
   51      0.0747    105.3614    2.749272E-02
   52      0.0016    108.5352    6.003012E-04
   53      0.0549    111.8321    2.099018E-02
   54      0.0007    115.2714    2.726368E-04
   55      0.0367    118.8779    1.455623E-02
   56      0.0002    122.6838    8.075481E-05
   57      0.0150    126.7323    6.163807E-03
   58      0.0000    131.0845    0.000000E+00
   59      0.0031    135.8308    1.318161E-03
   60      0.0000    141.1159    0.000000E+00
   61      0.0004    147.2002    1.758025E-04
   62      0.0000    154.6539    0.000000E+00
   63      0.0002    165.4497    9.075983E-05
