 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   19     22.1118      9.0974    2.874994E+00
   20      0.5916     16.1019    8.086493E-02
   21      8.6564     21.1266    1.240949E+00
   22      0.4274     25.3820    6.412026E-02
   23      5.3038     29.2118    8.310616E-01
   24      0.3080     32.7711    5.031471E-02
   25      3.7434     36.1450    6.364798E-01
   26      0.2131     39.3868    3.765369E-02
   27      2.7426     42.5319    5.028904E-01
   28      0.1486     45.6059    2.823852E-02
   29      2.1209     48.6280    4.171771E-01
   30      0.1062     51.6131    2.159745E-02
   31      1.6467     54.5734    3.458623E-01
   32      0.0746     57.5191    1.616592E-02
   33      1.2746     60.4591    2.847062E-01
   34      0.0522     63.4014    1.200792E-02
   35      1.0370     66.3532    2.454626E-01
   36      0.0375     69.3214    9.126460E-03
   37      0.8722     72.3127    2.180849E-01
   38      0.0271     75.3339    6.956779E-03
   39      0.7525     78.3920    1.981900E-01
   40      0.0191     81.4940    5.157825E-03
   41      0.6310     84.6477    1.746046E-01
   42      0.0127     87.8617    3.598909E-03
   43      0.4650     91.1453    1.348716E-01
   44      0.0080     94.5093    2.373713E-03
   45      0.3040     97.9660    9.222809E-02
   46      0.0051    101.5301    1.581253E-03
   47      0.2067    105.2192    6.546547E-02
   48      0.0031    109.0550    1.002494E-03
   49      0.1452    113.0647    4.792367E-02
   50      0.0018    117.2838    6.060969E-04
   51      0.0956    121.7597    3.282792E-02
   52      0.0009    126.5590    3.150504E-04
   53      0.0733    131.7803    2.614785E-02
   54      0.0004    137.5812    1.453566E-04
   55      0.0633    144.2451    2.342475E-02
   56      0.0001    152.3930    3.767269E-05
   57      0.0540    164.1757    2.070331E-02
