 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    5    266.1855      2.7889    1.131937E+01
    6     23.5131      5.1448    1.181676E+00
    7     91.3702      6.9496    5.298357E+00
    8     14.6175      8.5600    9.606548E-01
    9     47.6483     10.0702    3.499825E+00
   10     12.4170     11.5204    1.008048E+00
   11     31.9796     12.9313    2.843454E+00
   12      9.8349     14.3151    9.505070E-01
   13     23.4118     15.6796    2.443678E+00
   14      8.2442     17.0300    9.242551E-01
   15     18.3513     18.3701    2.199246E+00
   16      6.7217     19.7025    8.575085E-01
   17     13.6361     21.0293    1.845031E+00
   18      5.0819     22.3521    7.268975E-01
   19     10.2592     23.6722    1.546762E+00
   20      3.8820     24.9907    6.152969E-01
   21      7.9130     26.3084    1.315391E+00
   22      3.1326     27.6261    5.449577E-01
   23      5.5562     28.9444    1.009534E+00
   24      2.5765     30.2640    4.880582E-01
   25      4.3742     31.5853    8.624108E-01
   26      2.1255     32.9088    4.354942E-01
   27      3.6288     34.2350    7.715624E-01
   28      1.7506     35.5643    3.857511E-01
   29      2.9503     36.8970    6.729202E-01
   30      1.4473     38.2335    3.412980E-01
   31      2.2097     39.5743    5.381697E-01
   32      1.1993     40.9196    3.013606E-01
   33      1.3433     42.2698    3.479310E-01
   34      0.9136     43.6252    2.436972E-01
   35      0.8842     44.9862    2.426913E-01
   36      0.5654     46.3532    1.595600E-01
   37      0.6538     47.7264    1.895621E-01
   38      0.2713     49.1063    8.075806E-02
   39      0.4175     50.4932    1.275055E-01
   40      0.1103     51.8874    3.453869E-02
   41      0.3698     53.2895    1.186562E-01
   42      0.0486     54.6997    1.596984E-02
   43      0.3494     56.1184    1.175134E-01
   44      0.0268     57.5461    9.220833E-03
   45      0.2008     58.9833    7.063996E-02
   46      0.0155     60.4303    5.572627E-03
   47      0.0870     61.8876    3.195128E-02
   48      0.0081     63.3559    3.037401E-03
   49      0.0519     64.8354    1.986314E-02
   50      0.0033     66.3269    1.288489E-03
   51      0.0271     67.8309    1.079076E-02
   52      0.0009     69.3480    3.653231E-04
   53      0.0073     70.8789    3.019618E-03
   54      0.0002     72.4242    8.427560E-05
   55      0.0008     73.9846    3.432878E-04
   56      0.0001     75.5610    4.368414E-05
   57      0.0001     77.1542    4.445731E-05
   58      0.0000     78.7650    0.000000E+00
   59      0.0000     80.3944    0.000000E+00
   60      0.0000     82.0435    0.000000E+00
   61      0.0001     83.7132    4.754999E-05
   62      0.0000     85.4049    0.000000E+00
   63      0.0000     87.1197    0.000000E+00
   64      0.0000     88.8592    0.000000E+00
   65      0.0000     90.6247    0.000000E+00
   66      0.0000     92.4180    0.000000E+00
   67      0.0000     94.2410    0.000000E+00
   68      0.0000     96.0955    0.000000E+00
   69      0.0000     97.9839    0.000000E+00
   70      0.0000     99.9087    0.000000E+00
   71      0.0000    101.8726    0.000000E+00
   72      0.0000    103.8787    0.000000E+00
   73      0.0000    105.9306    0.000000E+00
   74      0.0000    108.0322    0.000000E+00
   75      0.0000    110.1882    0.000000E+00
   76      0.0000    112.4039    0.000000E+00
   77      0.0000    114.6854    0.000000E+00
   78      0.0000    117.0399    0.000000E+00
   79      0.0000    119.4761    0.000000E+00
   80      0.0000    122.0044    0.000000E+00
   81      0.0000    124.6374    0.000000E+00
   82      0.0000    127.3912    0.000000E+00
   83      0.0000    130.2857    0.000000E+00
   84      0.0000    133.3473    0.000000E+00
   85      0.0000    136.6115    0.000000E+00
   86      0.0000    140.1282    0.000000E+00
   87      0.0000    143.9714    0.000000E+00
   88      0.0000    148.2595    0.000000E+00
   89      0.0000    153.2055    0.000000E+00
   90      0.0000    159.2756    0.000000E+00
   91      0.0000    168.0785    0.000000E+00
