j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 12 7 7.5061 31.8061 24.300000000000001 6.8139426634791906 6.813943E+00 24.158
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 14 9 7.7077 22.2077 14.500000000000002 6.6338896602091992 6.633890E+00 19.0721
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 16 11 6.986 17.3860 10.400000000000000 6.4913727186196954 6.491373E+00 15.7552
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 18 13 6.1859 14.3859 8.2000000000000011 6.3792738774741160 6.379274E+00 13.4211
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 20 15 5.51 12.3100 6.8000000000000007 6.2723720127167795 6.272372E+00 11.6894
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 22 17 4.9771 10.7771 5.8000000000000007 6.1866039785764428 6.186604E+00 10.3534
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 24 19 4.4941 9.5941 5.1000000000000005 6.0942338140814760 6.094234E+00 9.29155
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 26 21 4.0509 8.6509 4.6000000000000005 6.0242267726603131 6.024227E+00 8.42722
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 28 23 3.6802 7.8802 4.2000000000000002 5.9912071332863741 5.991207E+00 7.71001
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 30 25 3.4378 7.2378 3.8000000000000003 5.9261888214003315 5.926189E+00 7.1053
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
22 32 27 3.1938 6.6938 3.5000000000000000 5.9473114810578132 5.947311E+00 6.58855
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
24 34 29 3.0269 6.2269 3.2000000000000002 5.7363515427316933 5.736352E+00 6.14187
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
26 36 31 2.7215 5.8215 3.1000000000000001 5.6757573725146475 5.675757E+00 5.75191
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
28 38 33 2.6663 5.4663 2.8000000000000003 5.3785323216885619 5.378532E+00 5.40851
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
30 40 35 2.3523 5.1523 2.8000000000000003 5.4493025548797025 5.449303E+00 5.10381
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
32 42 37 2.2726 4.8726 2.6000000000000001 5.3165251240049249 5.316525E+00 4.8316
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
34 44 39 2.022 4.6220 2.6000000000000001 4.6926817401863232 4.692682E+00 4.58697
