 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   30      3.7632     10.4495    5.668440E-01
   31      0.0420     18.4046    6.533807E-03
   32      1.6221     24.0527    2.603559E-01
   33      0.0308     28.7917    5.095678E-03
   34      1.0168     33.0214    1.732451E-01
   35      0.0274     36.9231    4.803805E-03
   36      0.6847     40.5972    1.234240E-01
   37      0.0226     44.1064    4.185489E-03
   38      0.5070     47.4930    9.639958E-02
   39      0.0175     50.7877    3.413828E-03
   40      0.3978     54.0134    7.956577E-02
   41      0.0125     57.1882    2.561914E-03
   42      0.3116     60.3268    6.540227E-02
   43      0.0080     63.4417    1.718643E-03
   44      0.2513     66.5437    5.522795E-02
   45      0.0051     69.6426    1.146009E-03
   46      0.2241     72.7474    5.146373E-02
   47      0.0034     75.8665    7.975887E-04
   48      0.1931     79.0086    4.625199E-02
   49      0.0021     82.1819    5.133705E-04
   50      0.1248     85.3954    3.112522E-02
   51      0.0010     88.6583    2.543394E-04
   52      0.0533     91.9808    1.381952E-02
   53      0.0004     95.3741    1.056867E-04
   54      0.0166     98.8511    4.467978E-03
   55      0.0001    102.4268    2.740939E-05
   56      0.0057    106.1189    1.590486E-03
   57      0.0000    109.9491    0.000000E+00
   58      0.0021    113.9446    6.067106E-04
   59      0.0000    118.1407    0.000000E+00
   60      0.0005    122.5841    1.493935E-04
   61      0.0000    127.3405    0.000000E+00
   62      0.0002    132.5070    6.173287E-05
   63      0.0000    138.2385    0.000000E+00
   64      0.0001    144.8137    3.185416E-05
   65      0.0000    152.8427    0.000000E+00
   66      0.0001    164.4390    3.284189E-05
