j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 27 14.5 10.149 33.7490 23.600000000000001 1.8783917589413599 1.878392E+00 19.0986
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 29 16.5 10.8336 24.5336 13.700000000000001 1.8241822074816920 1.824182E+00 16.8517
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 31 18.5 10.0417 19.8417 9.8000000000000007 1.7837029261210811 1.783703E+00 15.0778
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 33 20.5 9.2657 16.8657 7.6000000000000005 1.7355495680451987 1.735550E+00 13.6419
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 35 22.5 8.4631 14.7631 6.3000000000000007 1.7074918585748282 1.707492E+00 12.4556
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
12 37 24.5 7.7782 13.1782 5.4000000000000004 1.6948857943300941 1.694886E+00 11.4592
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
14 39 26.5 7.2305 11.9305 4.7000000000000011 1.6327942674291225 1.632794E+00 10.6103
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
16 41 28.5 6.5171 10.9171 4.4000000000000004 1.8735477006855912 1.873548E+00 9.87858
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
18 43 30.5 6.1745 10.0745 3.8999999999999999 1.8632269954654881 1.863227E+00 9.24125
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
20 45 32.5 5.8607 9.3607 3.5000000000000000 1.9867904912782370 1.986790E+00 8.68118
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
22 47 34.5 5.5472 8.7472 3.2000000000000002 1.7853725102041671 1.785373E+00 8.18511
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
24 49 36.5 5.4132 8.2132 2.8000000000000003 1.7679224191904377 1.767922E+00 7.74267
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 26 13.5 6.3979 43.8979 37.500000000000000 1.9038524197383984 1.903852E+00 20.4628
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
02 27 14.5 10.149 33.7490 23.600000000000001 1.8783917589413599 1.878392E+00 19.0986
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
03 28 15.5 10.8938 28.1938 17.300000000000001 1.8512188482225675 1.851219E+00 17.9049
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
04 29 16.5 10.8336 24.5336 13.700000000000001 1.8241822074816920 1.824182E+00 16.8517
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
05 30 17.5 10.4809 21.8809 11.400000000000000 1.8077468410342115 1.807747E+00 15.9155
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
06 31 18.5 10.0417 19.8417 9.8000000000000007 1.7837029261210811 1.783703E+00 15.0778
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
07 32 19.5 9.61 18.2100 8.6000000000000014 1.7558658192354428 1.755866E+00 14.3239
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
08 33 20.5 9.2657 16.8657 7.6000000000000005 1.7355495680451987 1.735550E+00 13.6419
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
09 34 21.5 8.7335 15.7335 7.0000000000000009 1.7690208096272912 1.769021E+00 13.0218
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
10 35 22.5 8.4631 14.7631 6.3000000000000007 1.7074918585748282 1.707492E+00 12.4556
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
11 36 23.5 8.0197 13.9197 5.9000000000000004 1.7131821983848612 1.713182E+00 11.9366
j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
