 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   22      5.8481     12.2332    1.064659E+00
   23      0.0325     21.6796    6.179657E-03
   24      2.4478     28.4605    4.852384E-01
   25      0.0281     34.2143    5.797752E-03
   26      1.6560     39.4079    3.550744E-01
   27      0.0255     44.2531    5.673957E-03
   28      1.2536     48.8682    2.890793E-01
   29      0.0225     53.3279    5.370537E-03
   30      0.9488     57.6840    2.341465E-01
   31      0.0186     61.9753    4.740637E-03
   32      0.7551     66.2323    1.985642E-01
   33      0.0149     70.4811    4.038725E-03
   34      0.6666     74.7449    1.860791E-01
   35      0.0118     79.0455    3.389405E-03
   36      0.5247     83.4049    1.549591E-01
   37      0.0092     87.8458    2.791465E-03
   38      0.3567     92.3936    1.111161E-01
   39      0.0072     97.0772    2.301138E-03
   40      0.2838    101.9311    9.299949E-02
   41      0.0053    106.9989    1.779660E-03
   42      0.2570    112.3373    8.837618E-02
   43      0.0036    118.0247    1.267083E-03
   44      0.2423    124.1759    8.724220E-02
   45      0.0023    130.9731    8.467445E-04
   46      0.2568    138.7434    9.661869E-02
   47      0.0011    148.2020    4.227654E-04
   48      0.3592    161.8320    1.409585E-01
