 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    3    272.9563      4.3229    1.975960E+01
    4      1.3342      8.2873    1.241797E-01
    5     83.1385     11.4608    9.457620E+00
    6      0.9896     14.3812    1.330424E-01
    7     43.8964     17.1823    6.809374E+00
    8      0.7196     19.9191    1.265106E-01
    9     27.2115     22.6193    5.346790E+00
   10      0.5378     25.2994    1.167958E-01
   11     18.4024     27.9699    4.377129E+00
   12      0.4106     30.6382    1.061563E-01
   13     12.9791     33.3101    3.624060E+00
   14      0.3105     35.9899    9.312078E-02
   15      9.4101     38.6817    3.016775E+00
   16      0.2442     41.3888    8.333868E-02
   17      6.9357     44.1144    2.510414E+00
   18      0.1980     46.8616    7.576243E-02
   19      5.1741     49.6334    2.086827E+00
   20      0.1596     52.4330    6.767118E-02
   21      3.9868     55.2635    1.772882E+00
   22      0.1271     58.1284    5.914868E-02
   23      3.0573     61.0313    1.486014E+00
   24      0.1005     63.9760    5.092712E-02
   25      2.4375     66.9668    1.285588E+00
   26      0.0794     70.0084    4.351945E-02
   27      1.9829     73.1062    1.127848E+00
   28      0.0621     76.2658    3.660610E-02
   29      1.6425     79.4941    1.002177E+00
   30      0.0483     82.7986    3.046941E-02
   31      1.4139     86.1883    9.211837E-01
   32      0.0372     89.6735    2.500595E-02
   33      1.2044     93.2665    8.345119E-01
   34      0.0282     96.9820    2.012265E-02
   35      1.0460    100.8381    7.680280E-01
   36      0.0209    104.8572    1.577815E-02
   37      0.9529    109.0678    7.390871E-01
   38      0.0149    113.5071    1.186490E-02
   39      0.9006    118.2251    7.357767E-01
   40      0.0099    123.2923    8.292915E-03
   41      0.8904    128.8132    7.642761E-01
   42      0.0059    134.9554    5.186304E-03
   43      0.9313    142.0202    8.379071E-01
   44      0.0028    150.6683    2.577122E-03
   45      1.2796    163.1900    1.204211E+00
