 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   28      3.5723     14.1582    7.436524E-01
   29      0.0160     25.0800    3.447618E-03
   30      1.4486     32.9014    3.227197E-01
   31      0.0157     39.5300    3.612330E-03
   32      0.9326     45.5109    2.213890E-01
   33      0.0134     51.0935    3.278890E-03
   34      0.7498     56.4182    1.889478E-01
   35      0.0105     61.5757    2.722669E-03
   36      0.5393     66.6302    1.437807E-01
   37      0.0081     71.6315    2.218674E-03
   38      0.3505     76.6212    9.856573E-02
   39      0.0064     81.6370    1.846521E-03
   40      0.2756     86.7154    8.152887E-02
   41      0.0048     91.8943    1.455012E-03
   42      0.2371     97.2160    7.360337E-02
   43      0.0034    102.7307    1.080302E-03
   44      0.2122    108.5016    6.897355E-02
   45      0.0023    114.6137    7.643925E-04
   46      0.1926    121.1893    6.541637E-02
   47      0.0014    128.4214    4.857344E-04
   48      0.1727    136.6537    6.118025E-02
   49      0.0006    146.6366    2.169370E-04
   50      0.2757    160.9762    1.016963E-01
