 # List of d(q) for j, j' =           38          39
 #    0  1.00000000
 #    1  0.82237932
 #    2  0.70582057
 #    3  0.67325382
 #    4  0.65850459
 #    5  0.63071363
 #    6  0.61668083
 #    7  0.59986157
 #    8  0.58365946
 #    9  0.56881189
 #   10  0.55708246
 #   11  0.54407338
 #   12  0.53506209
 #   13  0.52504594
 #   14  0.51691105
 #   15  0.50779142
 #   16  0.49962368
 #   17  0.49031898
 #   18  0.48178957
 #   19  0.47246007
 #   20  0.46481364
 #   21  0.45640241
 #   22  0.44853165
 #   23  0.43996805
 #   24  0.43206124
 #   25  0.42347641
 #   26  0.41566373
 #   27  0.40729595
 #   28  0.39968675
 #   29  0.39161046
 #   30  0.38407017
 #   31  0.37607029
 #   32  0.36867312
 #   33  0.36089346
 #   34  0.35354892
 #   35  0.34591673
 #   36  0.33873858
 #   37  0.33124366
 #   38  0.32436919
 #   39  0.31688264
 #   40  0.30990249
 #   41  0.30260925
 #   42  0.29608246
 #   43  0.28865066
 #   44  0.28228341
 #   45  0.27496591
 #   46  0.26855487
 #   47  0.26162394
 #   48  0.25504972
 #   49  0.24831468
 #   50  0.24182900
 #   51  0.23509426
 #   52  0.22851720
 #   53  0.22189261
 #   54  0.21549559
 #   55  0.20859210
 #   56  0.20247580
 #   57  0.19536764
 #   58  0.18943976
 #   59  0.18200653
 #   60  0.17602036
 #   61  0.16835080
 #   62  0.16245145
 #   63  0.15471338
 #   64  0.14870058
 #   65  0.14023708
 #   66  0.13416730
 #   67  0.12515031
 #   68  0.11914172
 #   69  0.10913879
 #   70  0.10363901
 #   71  0.09186679
 #   72  0.08680288
 #   73  0.07211316
 #   74  0.06729042
 #   75  0.04940967
 #   76  0.04620550
       0.0 104666.6607774      0.0000000
       0.1 104505.0639666    182.3956525
       0.2 104021.4460501    363.1026079
       0.3 103219.3131867    540.4525905
       0.4 102104.4711385    712.8178906
       0.5 100684.9689671    878.6309558
       0.6  98971.0210981   1036.4031667
       0.7  96974.9086349   1184.7425398
       0.8  94710.8610300   1322.3701218
       0.9  92194.9194443   1448.1348542
       1.0  89444.7833245   1561.0267123
       1.1  86479.6419141   1660.1879444
       1.2  83319.9925721   1744.9222691
       1.3  79987.4479177   1814.7019125
       1.4  76504.5339290   1869.1724024
       1.5  72894.4812155   1908.1550667
       1.6  69181.0117437   1931.6472164
       1.7  65388.1233308   1939.8200270
       1.8  61539.8742270   1933.0141630
       1.9  57660.1700848   1911.7332251
       2.0  53772.5555661   1876.6351257
       2.1  49900.0127615   1828.5215321
       2.2  46064.7684967   1768.3255387
       2.3  42288.1124746   1697.0977564
       2.4  38590.2280568   1615.9910274
       2.5  34990.0373200   1526.2439918
       2.6  31505.0618381   1429.1637462
       2.7  28151.3004411   1326.1078466
       2.8  24943.1249883   1218.4659137
       2.9  21893.1949706   1107.6411012
       3.0  19012.3915267    995.0316910
       3.1  16309.7712232    882.0130678
       3.2  13792.5397147    769.9203246
       3.3  11466.0451649    660.0317330
       3.4   9333.7910832    553.5533009
       3.5   7397.4680077    451.6046181
       3.6   5657.0032577    355.2061735
       3.7   4110.6277789    265.2682989
       3.8   2754.9589229    182.5818733
       3.9   1585.0978372    107.8108901
       4.0    594.7399950     41.4869648
       4.1   -223.7027293    -15.9941734
       4.2   -878.9701393    -64.3741883
       4.3  -1380.8137288   -103.5316554
       4.4  -1739.8504635   -133.4796366
       4.5  -1967.4121996   -154.3613821
       4.6  -2075.3926190   -166.4442556
       4.7  -2076.0935409   -170.1120085
       4.8  -1982.0724350   -165.8555467
       4.9  -1805.9929004   -154.2623568
       5.0  -1560.4797909   -136.0047752
       5.1  -1257.9805697   -111.8272982
       5.2   -910.6343535    -82.5331411
       5.3   -530.1499756    -48.9702647
       5.4   -127.6942440    -12.0170899
       5.5    286.2085860     27.4318773
       5.6    701.7652778     68.4802908
       5.7   1109.9893463    110.2438641
       5.8   1502.7635686    151.8637218
       5.9   1872.8889649    192.5190078
       6.0   2214.1201259    231.4385743
       6.1   2521.1869422    267.9115891
       6.2   2789.8029644    301.2969227
       6.3   3016.6607911    331.0311937
       6.4   3199.4150379    356.6353780
       6.5   3336.6535848    377.7199090
       6.6   3427.8579343    393.9882233
       6.7   3473.3536279    405.2387280
       6.8   3474.2517708    411.3651966
       6.9   3432.3827984    412.3556191
       7.0   3350.2236873    408.2895610
       7.1   3230.8198575    399.3341055
       7.2   3077.7030482    385.7384750
       7.3   2894.8064554    367.8274492
       7.4   2686.3784179    345.9937110
       7.5   2456.8959101    320.6892678
       7.6   2210.9790631    292.4161098
       7.7   1953.3078740    261.7162710
       7.8   1688.5421976    229.1614709
       7.9   1421.2460249    195.3425147
       8.0   1155.8169608    160.8586306
       8.1    896.4217039    126.3069224
       8.2    646.9382201     92.2721085
       8.3    410.9051777     59.3167104
       8.4    191.4790893     27.9718453
       8.5     -8.6005232     -1.2712383
       8.6   -187.0377539    -27.9687548
       8.7   -341.9986651    -51.7309986
       8.8   -472.1214318    -72.2278921
       8.9   -576.5184598    -89.1933936
       9.0   -654.7707728   -102.4287156
       9.1   -706.9150687   -111.8043210
       9.2   -733.4239411   -117.2606908
       9.3   -735.1798473   -118.8078725
       9.4   -713.4434782   -116.5238426
       9.5   -669.8172476   -110.5517331
       9.6   -606.2046665   -101.0959925
       9.7   -524.7664064    -88.4175662
       9.8   -427.8738757    -72.8281981
       9.9   -318.0611445    -54.6839664
      10.0   -197.9760492    -34.3781802
      10.1    -70.3312932    -12.3337686
      10.2     62.1436709     11.0046958
      10.3    196.7492274     35.1791977
      10.4    330.8599554     59.7265563
      10.5    461.9661177     84.1866382
      10.6    587.7117094    108.1103627
      10.7    705.9285663    131.0673676
      10.8    814.6661161    152.6532078
      10.9    912.2164349    172.4959709
      11.0    997.1343606    190.2622056
      11.1   1068.2525025    205.6620725
      11.2   1124.6910712    218.4536405
      11.3   1165.8625420    228.4462698
      11.4   1191.4712477    235.5030380
      11.5   1201.5080732    239.5421827
      11.6   1196.2405025    240.5375534
      11.7   1176.1983341    238.5180790
      11.8   1142.1554422    233.5662785
      11.9   1095.1080142    225.8158560
      12.0   1036.2497399    215.4484355
      12.1    966.9444630    202.6895087
      12.2    888.6968311    187.8036769
      12.3    803.1214992    171.0892832
      12.4    711.9114468    152.8725374
      12.5    616.8059681    133.5012456
      12.6    519.5588828    113.3382588
      12.7    421.9074968     92.7547617
      12.8    325.5428115     72.1235208
      12.9    232.0814490     51.8122104
      13.0    143.0397143     32.1769345
      13.1     59.8101715     13.5560536
      13.2    -16.3589441     -3.7355791
      13.3    -84.3812110    -19.4118754
      13.4   -143.3461981    -33.2201809
      13.5   -192.5301849    -44.9452791
      13.6   -231.4033451    -54.4126715
      13.7   -259.6333684    -61.4910856
      13.8   -277.0855621    -66.0941772
      13.9   -283.8195277    -68.1814095
      14.0   -280.0825656    -67.7581052
      14.1   -266.3000112    -64.8746804
      14.2   -243.0627515    -59.6250882
      14.3   -211.1122147    -52.1445086
      14.4   -171.3231571    -42.6063366
      14.5   -124.6846032    -31.2185314
      14.6    -72.2793163    -18.2194009
      14.7    -15.2621906     -3.8729021
      14.8     45.1620330     11.5364498
      14.9    107.7613279     27.7089712
      15.0    171.2988207     44.3353972
      15.1    234.5547261     61.1025637
      15.2    296.3474108     77.6990842
      15.3    355.5532449     93.8209192
      15.4    411.1249281    109.1767397
      15.5    462.1080119    123.4929947
      15.6    507.6553771    136.5185929
      15.7    547.0394660    148.0291235
      15.8    579.6621139    157.8305436
      15.9    605.0618663    165.7622761
      16.0    622.9187181    171.6996683
      16.1    633.0562542    175.5557756
      16.2    635.4412169    177.2824479
      16.3    630.1805695    176.8707065
      16.4    617.5161669    174.3504142
      16.5    597.8171830    169.7892533
      16.6    571.5704788    163.2910369
      16.7    539.3691293    154.9933934
      16.8    501.8993498    145.0648709
      16.9    459.9260884    133.7015228
      17.0    414.2775675    121.1230386
      17.1    365.8290668    107.5684978
      17.2    315.4862499     93.2918238
      17.3    264.1683364     78.5570258
      17.4    212.7914172     63.6333140
      17.5    162.2522021     48.7901781
      17.6    113.4124749     34.2925176
      17.7     67.0845132     20.3959099
      17.8     24.0177066      7.3421001
      17.9    -15.1134169     -4.6452087
      18.0    -49.7195773    -15.3641943
      18.1    -79.3053941    -24.6383167
      18.2   -103.4761869    -32.3192264
      18.3   -121.9428459    -38.2891337
      18.4   -134.5247274    -42.4626007
      18.5   -141.1505651    -44.7877316
      18.6   -141.8574220    -45.2467453
      18.7   -136.7877436    -43.8559276
      18.8   -126.1846026    -40.6649687
      18.9   -110.3852558    -35.7557071
      19.0    -89.8131633    -29.2403058
      19.1    -64.9686397    -21.2589018
      19.2    -36.4183314    -11.9767745
      19.3     -4.7837299     -1.5810916
      19.4     29.2710594      9.7227082
      19.5     65.0520582     21.7148232
      19.6    101.8484348     34.1652173
      19.7    138.9455634     46.8378906
      19.8    175.6378938     59.4952149
      19.9    211.2414057     71.9022547
      20.0    245.1054375     83.8309969
      20.1    276.6236899     95.0644128
      20.2    305.2442280    105.4002822
      20.3    330.4783212    114.6547117
      20.4    351.9079892    122.6652883
      20.5    369.1921422    129.2938133
      20.6    382.0712355    134.4285733
      20.7    390.3703808    137.9861094
      20.8    394.0008913    139.9124597
      20.9    392.9602586    140.1838565
      21.0    387.3305938    138.8068707
      21.1    377.2755856    135.8180066
      21.2    363.0360597    131.2827590
      21.3    344.9242406    125.2941548
      21.4    323.3168432    117.9708101
      21.5    298.6471371    109.4545421
      21.6    271.3961431     99.9075838
      21.7    242.0831332     89.5094535
      21.8    211.2556172     78.4535413
      21.9    179.4790001     66.9434743
      22.0    147.3261023     55.1893293
      22.1    115.3667309     43.4037633
      22.2     84.1574863     31.7981309
      22.3     54.2319814     20.5786594
      22.4     26.0916410      9.9427515
      22.5      0.1972358      0.0754789
      22.6    -23.0387129     -8.8536696
      22.7    -43.2585343    -16.6937298
      22.8    -60.1649165    -23.3148429
      22.9    -73.5252409    -28.6104322
      23.0    -83.1746855    -32.4989387
      23.1    -89.0180622    -34.9250898
      23.2    -91.0303759    -35.8606801
      23.3    -89.2561167    -35.3048556
      23.4    -83.8073188    -33.2838999
      23.5    -74.8604393    -29.8505305
      23.6    -62.6521345    -25.0827214
      23.7    -47.4740238    -19.0820783
      23.8    -29.6665530    -11.9717979
      23.9     -9.6120801     -3.8942534
      24.0     12.2726807      4.9917489
      24.1     35.5447109     14.5139882
      24.2     59.7430848     24.4900666
      24.3     84.3975561     34.7308062
      24.4    109.0371766     45.0437406
      24.5    133.1987944     55.2366400
      24.6    156.4352798     65.1210022
      24.7    178.3233367     74.5154509
      24.8    198.4707664     83.2489763
      24.9    216.5230618     91.1639634
      25.0    232.1692242     98.1189539
      25.1    245.1467111    103.9910933
      25.2    255.2454385    108.6782220
      25.3    262.3107806    112.1005748
      25.4    266.2455291    114.2020615
      25.5    267.0107902    114.9511082
      25.6    264.6258220    114.3410464
      25.7    259.1668274    112.3900491
      25.8    250.7647427    109.1406147
      25.9    239.6020732    104.6586141
      26.0    225.9088484     99.0319210
      26.1    209.9577811     92.3686519
      26.2    192.0587285     84.7950527
      26.3    172.5525643     76.4530702
      26.4    151.8045818     67.4976574
      26.5    130.1975496     58.0938619
      26.6    108.1245528     48.4137511
      26.7     85.9817484     38.6332331
      26.8     64.1611677     28.9288295
      26.9     43.0436928     19.4744607
      27.0     22.9923322     10.4383004
      27.1      4.3459101      1.9797572
      27.2    -12.5867209     -5.7533641
      27.3    -27.5318493    -12.6274704
      27.4    -40.2553698    -18.5255125
      27.5    -50.5664760    -23.3490002
      27.6    -58.3205223    -27.0196667
      27.7    -63.4210166    -29.4807551
      27.8    -65.8207193    -30.6979041
      27.9    -65.5218401    -30.6596225
      28.0    -62.5753421    -29.3773436
      28.1    -57.0793770    -26.8850648
      28.2    -49.1768907    -23.2385773
      28.3    -39.0524537    -18.5143078
      28.4    -26.9283832    -12.8077910
      28.5    -13.0602357     -6.2318059
      28.6      2.2682406      1.0857883
      28.7     18.7505966      9.0044771
      28.8     36.0635104     17.3737286
      28.9     53.8728458     26.0357973
      29.0     71.8398274     34.8286394
      29.1     89.6272213     43.5888888
      29.2    106.9054094     52.1548366
      29.3    123.3582494     60.3693625
      29.4    138.6886194     68.0827638
      29.5    152.6235485     75.1554311
      29.6    164.9188496     81.4603244
      29.7    175.3631747     86.8852050
      29.8    183.7814281     91.3345843
      29.9    190.0374844     94.7313561
      30.0    194.0361698     97.0180849
      30.1    195.7244813     98.1579289
      30.2    195.0920297     98.1351824
      30.3    192.1707098     96.9554316
      30.4    187.0336113     94.6453223
      30.5    179.7931999     91.2519464
      30.6    170.5988104     86.8418600
      30.7    159.6335041     81.4997550
      30.8    147.1103558     75.3268080
      30.9    133.2682434     68.4387406
      31.0    118.3672214     60.9636259
      31.1    102.6835673     53.0394848
      31.2     86.5045931     44.8117156
      31.3     70.1233184     36.4304041
      31.4     53.8331032     28.0475653
      31.5     37.9223358     19.8143660
      31.6     22.6692730     11.8783795
      31.7      8.3371215      4.3809210
      31.8     -4.8305512     -2.5454870
      31.9    -16.6140006     -8.7794748
      32.0    -26.8210095    -14.2129696
      32.1    -35.2900549    -18.7530850
      32.2    -41.8928835    -22.3237238
      32.3    -46.5364589    -24.8668661
      32.4    -49.1642496    -26.3435223
      32.5    -49.7568449    -26.7343333
      32.6    -48.3318926    -26.0398117
      32.7    -44.9433687    -24.2802199
      32.8    -39.6801987    -21.4950894
      32.9    -32.6642636    -17.7423934
      33.0    -24.0478318    -13.0973879
      33.1    -14.0104708     -7.6511456
      33.2     -2.7554996     -1.5088103
      33.3      9.4939500      5.2123952
