 # List of d(q) for j, j' =           39          40
 #    0  1.00000000
 #    1  0.81108224
 #    2  0.69518208
 #    3  0.67255671
 #    4  0.65809033
 #    5  0.62733222
 #    6  0.60994714
 #    7  0.59313824
 #    8  0.58203434
 #    9  0.57215562
 #   10  0.56223342
 #   11  0.55102373
 #   12  0.54178888
 #   13  0.53044394
 #   14  0.52078114
 #   15  0.50995735
 #   16  0.49983346
 #   17  0.48900804
 #   18  0.47963992
 #   19  0.47073182
 #   20  0.46152750
 #   21  0.45181143
 #   22  0.44412410
 #   23  0.43548050
 #   24  0.42714695
 #   25  0.41897403
 #   26  0.41128344
 #   27  0.40314502
 #   28  0.39573680
 #   29  0.38823115
 #   30  0.38071952
 #   31  0.37338557
 #   32  0.36617120
 #   33  0.35909016
 #   34  0.35206114
 #   35  0.34511197
 #   36  0.33852113
 #   37  0.33153625
 #   38  0.32504428
 #   39  0.31848378
 #   40  0.31198635
 #   41  0.30558787
 #   42  0.29926873
 #   43  0.29294504
 #   44  0.28680854
 #   45  0.28064192
 #   46  0.27457198
 #   47  0.26843745
 #   48  0.26262500
 #   49  0.25644673
 #   50  0.25090663
 #   51  0.24460216
 #   52  0.23910957
 #   53  0.23286821
 #   54  0.22733264
 #   55  0.22144458
 #   56  0.21586521
 #   57  0.21005636
 #   58  0.20436603
 #   59  0.19810094
 #   60  0.19252740
 #   61  0.18604935
 #   62  0.18068743
 #   63  0.17403419
 #   64  0.16864416
 #   65  0.16163604
 #   66  0.15658126
 #   67  0.14900224
 #   68  0.14396161
 #   69  0.13548622
 #   70  0.13058297
 #   71  0.12120540
 #   72  0.11615641
 #   73  0.10575801
 #   74  0.10029809
 #   75  0.08767544
 #   76  0.08167351
 #   77  0.06371438
 #   78  0.05734599
       0.0 123745.8780600      0.0000000
       0.1 123537.9060100    215.6142116
       0.2 122915.6234711    429.0555950
       0.3 121883.9142007    638.1797664
       0.4 120450.8610813    840.8988143
       0.5 118627.6617706   1035.2085015
       0.6 116428.5120439   1219.2142431
       0.7 113870.4582353   1391.1554834
       0.8 110973.2205585   1549.4281183
       0.9 107758.9894305   1692.6046402
       1.0 104252.1972450   1819.4517183
       1.1 100479.2683245   1928.9449660
       1.2  96468.3500343   2020.2806919
       1.3  92249.0282516   2092.8844757
       1.4  87852.0305533   2146.4164616
       1.5  83308.9206135   2180.7733085
       1.6  78651.7873811   2196.0867922
       1.7  73912.9326453   2192.7191009
       1.8  69124.5605820   2171.2549188
       1.9  64318.4728230   2132.4904401
       2.0  59525.7724805   2077.4195004
       2.1  54776.5804225   2007.2170569
       2.2  50099.7669024   1923.2202872
       2.3  45522.7014264   1826.9076092
       2.4  41071.0234825   1719.8759577
       2.5  36768.4364649   1603.8166730
       2.6  32636.5268114   1480.4903783
       2.7  28694.6100330   1351.7012332
       2.8  24959.6049589   1219.2709564
       2.9  21445.9371486   1085.0130130
       3.0  18165.4720487    950.7073503
       3.1  15127.4780917    818.0760587
       3.2  12338.6195574    688.7603132
       3.3   9802.9786487    564.2989272
       3.4   7522.1058783    446.1088213
       3.5   5495.0975218    335.4676783
       3.6   3718.6985783    233.4990157
       3.7   2187.4293847    141.1598673
       3.8    893.7337690     59.2312228
       3.9   -171.8536014    -11.6886727
       4.0  -1020.5232187    -71.1881011
       4.1  -1664.9927778   -119.0427284
       4.2  -2119.2980816   -155.2135707
       4.3  -2398.5757064   -179.8421527
       4.4  -2518.8403634   -193.2429847
       4.5  -2496.7598921   -195.8935234
       4.6  -2349.4307814   -188.4218215
       4.7  -2094.1570365   -171.5921044
       4.8  -1748.2350930   -146.2885422
       4.9  -1328.7473337   -113.4975089
       5.0   -852.3665809    -74.2886425
       5.1   -335.1737288    -29.7950330
       5.2    207.5095506     18.8071260
       5.3    761.2713537     70.3190821
       5.4   1312.7419362    123.5399294
       5.5   1849.7068296    177.2865430
       5.6   2361.1998560    230.4127289
       5.7   2837.5755119    281.8272897
       5.8   3270.5604905    330.5107329
       5.9   3653.2844030    375.5303714
       6.0   3980.2900487    416.0536022
       6.1   4247.5238532    451.3591777
       6.2   4452.3073528    480.8463255
       6.3   4593.2908416    504.0416061
       6.4   4670.3905127    520.6034434
       6.5   4684.7106164    530.3242973
       6.6   4638.4523218    533.1304926
       6.7   4534.8111043    529.0797541
       6.8   4377.8645857    518.3565397
       6.9   4172.4528273    501.2652929
       7.0   3924.0531220    478.2217775
       7.1   3638.6513389    449.7426788
       7.2   3322.6118597    416.4336883
