#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 8 81.265314 49.593861 2459.551066 81.082628 43.563340 1897.764626 0.182686 6.03052 561.786
2 9 77.737773 49.236203 2424.203684 77.696530 45.342561 2055.947883 0.041243 3.89364 368.256
3 10 75.255166 49.849790 2485.001582 75.261927 46.981987 2207.307146 -0.006761 2.8678 277.694
4 11 73.108260 49.246293 2425.197399 73.130651 47.081622 2216.679109 -0.022391 2.16467 208.518
5 12 71.379852 49.148795 2415.604047 71.429738 47.424707 2249.102822 -0.049886 1.72409 166.501
6 13 69.226541 48.878467 2389.104530 69.282854 47.464306 2252.860331 -0.056313 1.41416 136.244
7 14 68.572908 49.028008 2403.745534 68.630862 47.840675 2288.730166 -0.057954 1.18733 115.015
8 15 66.983003 48.802208 2381.655460 67.040426 47.788256 2283.717440 -0.057423 1.01395 97.938
9 16 65.898243 48.750434 2376.604796 65.957644 47.862568 2290.825399 -0.059401 0.887866 85.7794
10 17 64.697684 48.618936 2363.800904 64.759253 47.849601 2289.584342 -0.061569 0.769335 74.2166
11 18 62.948712 48.261717 2329.193324 63.015820 47.580539 2263.907679 -0.067108 0.681178 65.2856
12 19 61.934989 48.411900 2343.712057 61.995461 47.799607 2284.802416 -0.060472 0.612293 58.9096
13 20 61.145732 48.295446 2332.450136 61.203741 47.739466 2279.056643 -0.058009 0.55598 53.3935
14 21 59.537684 47.863166 2290.882618 59.596642 47.362848 2243.239392 -0.058958 0.500318 47.6432
15 22 59.136502 47.904804 2294.870239 59.188386 47.442431 2250.784287 -0.051884 0.462373 44.086
16 23 58.065941 47.577825 2263.649421 58.115744 47.151649 2223.278007 -0.049803 0.426176 40.3714
17 24 57.686418 47.919806 2296.307826 57.729022 47.520928 2258.238586 -0.042604 0.398878 38.0692
18 25 56.245022 47.083237 2216.831243 56.287138 46.718329 2182.602308 -0.042116 0.364908 34.2289
19 26 55.225396 46.862158 2196.061844 55.267310 46.525255 2164.599344 -0.041914 0.336903 31.4625
20 27 53.793398 46.107013 2125.856659 53.833055 45.792556 2096.958156 -0.039657 0.314457 28.8985
21 28 53.948906 46.328946 2146.371217 53.982519 46.033378 2119.071929 -0.033613 0.295568 27.2993
22 29 53.964124 47.037547 2212.530809 53.993337 46.747694 2185.346905 -0.029213 0.289853 27.1839
23 30 52.279103 45.893397 2106.203918 52.305719 45.624671 2081.610618 -0.026616 0.268726 24.5933
24 31 51.863077 45.158620 2039.300930 51.887642 44.905406 2016.495510 -0.024565 0.253214 22.8054
25 32 50.070995 44.121009 1946.663462 50.100810 43.894678 1926.742788 -0.029815 0.226331 19.9207
26 33 51.519907 45.839018 2101.215569 51.543723 45.607294 2080.025220 -0.023816 0.231724 21.1903
27 34 49.793943 43.966034 1933.012115 49.820152 43.763485 1915.242656 -0.026209 0.202549 17.7695
28 35 50.562057 45.040584 2028.654228 50.583132 44.832390 2009.943235 -0.021075 0.208194 18.711
29 36 46.588580 41.925084 1757.712646 46.617695 41.733216 1741.661283 -0.029115 0.191868 16.0514
30 37 49.577321 43.519320 1893.931213 49.595480 43.326292 1877.167613 -0.018159 0.193028 16.7636
31 38 45.390857 41.080071 1687.572201 45.432934 40.919744 1674.425442 -0.042077 0.160327 13.1468
32 39 49.196328 42.561179 1811.453960 49.223016 42.414224 1798.966429 -0.026688 0.146955 12.4875
33 40 48.527794 42.566899 1811.940923 48.557823 42.419590 1799.421653 -0.030029 0.147309 12.5193
