#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 9 83.028264 48.587418 2360.737161 82.860967 42.903218 1840.686090 0.167297 5.6842 520.051
2 10 79.097485 48.299376 2332.829770 79.110049 44.645726 1993.240816 -0.012564 3.65365 339.589
3 11 76.023749 47.835328 2288.218576 76.083970 45.247905 2047.372930 -0.060221 2.58742 240.846
4 12 73.769941 47.582686 2264.112048 73.861107 45.646600 2083.612109 -0.091166 1.93609 180.5
5 13 70.908782 47.041235 2212.877828 71.020629 45.517584 2071.850474 -0.111847 1.52365 141.027
6 14 69.583020 47.377232 2244.602120 69.687444 46.114028 2126.503581 -0.104424 1.2632 118.099
7 15 68.554759 46.805393 2190.744831 68.651113 45.757284 2093.729042 -0.096354 1.04811 97.0158
8 16 67.568703 47.376329 2244.516531 67.644447 46.437155 2156.409325 -0.075744 0.939174 88.1072
9 17 66.147212 47.171305 2225.132027 66.219473 46.357321 2149.001179 -0.072261 0.813984 76.1308
10 18 64.543543 47.458440 2252.303573 64.617660 46.719382 2182.700619 -0.074117 0.739058 69.603
11 19 63.887595 47.779231 2282.854913 63.941484 47.100020 2218.411924 -0.053889 0.679211 64.443
12 20 62.335235 47.546712 2260.689812 62.394971 46.933342 2202.738549 -0.059736 0.61337 57.9513
13 21 61.730580 47.891084 2293.555928 61.780031 47.322355 2239.405285 -0.049451 0.568729 54.1506
14 22 61.355313 48.214034 2324.593075 61.402871 47.683274 2273.694658 -0.047558 0.53076 50.8984
15 23 60.133893 47.725197 2277.694449 60.182216 47.243361 2231.935135 -0.048323 0.481836 45.7593
16 24 60.043465 48.249007 2327.966680 60.086937 47.797037 2284.556701 -0.043472 0.45197 43.41
17 25 58.421780 47.369177 2243.838901 58.472368 46.959880 2205.230364 -0.050588 0.409297 38.6085
18 26 58.804070 48.261778 2329.199261 58.841595 47.866235 2291.176430 -0.037525 0.395543 38.0228
19 27 57.289276 47.073121 2215.878749 57.334316 46.716127 2182.396549 -0.04504 0.356994 33.4822
20 28 58.054909 48.229011 2326.037489 58.091322 47.879027 2292.401253 -0.036413 0.349984 33.6362
21 29 56.352868 46.115575 2126.646228 56.392222 45.803137 2097.927343 -0.039354 0.312438 28.7189
22 30 56.441325 47.166445 2224.673559 56.474981 46.858928 2195.759124 -0.033656 0.307517 28.9144
23 31 55.730388 46.942160 2203.566369 55.764525 46.647605 2175.999087 -0.034137 0.294555 27.5673
24 32 55.877469 47.138441 2222.032621 55.906150 46.861997 2196.046720 -0.028681 0.276444 25.9859
25 33 53.684114 45.774685 2095.321831 53.716110 45.504237 2070.635555 -0.031996 0.270448 24.6863
26 34 52.799582 45.866479 2103.733906 52.835990 45.609640 2080.239292 -0.036408 0.256839 23.4946
27 35 52.441775 45.391408 2060.379914 52.483271 45.159845 2039.411560 -0.041496 0.231563 20.9684
28 36 51.912874 45.181837 2041.398411 51.956669 44.945678 2020.114010 -0.043795 0.236159 21.2844
29 37 48.243349 43.021879 1850.882080 48.285007 42.818336 1833.409855 -0.041658 0.203543 17.4722
30 38 46.260490 42.539013 1809.567593 46.316757 42.348916 1793.430645 -0.056267 0.190097 16.1369
31 39 50.057040 41.408399 1714.655518 50.091374 41.253485 1701.850000 -0.034334 0.154914 12.8055
32 40 49.218114 42.157657 1777.268062 49.269828 42.020543 1765.726031 -0.051714 0.137114 11.542
