#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 10 85.363931 49.467297 2447.013456 85.102075 43.494840 1891.801080 0.261856 5.97246 555.212
2 11 81.162659 49.243149 2424.887739 81.109247 45.416980 2062.702103 0.053412 3.82617 362.186
3 12 79.372080 48.751086 2376.668427 79.338068 46.002484 2116.228533 0.034012 2.7486 260.44
4 13 76.656631 48.508618 2353.086037 76.665481 46.419184 2154.740673 -0.00885 2.08943 198.345
5 14 76.600725 48.891179 2390.347423 76.593878 47.180530 2226.002420 0.006847 1.71065 164.345
6 15 74.548679 48.776862 2379.182247 74.557657 47.378461 2244.718531 -0.008978 1.3984 134.464
7 16 73.660773 48.481837 2350.488478 73.674816 47.299688 2237.260445 -0.014043 1.18215 113.228
8 17 72.105735 48.740681 2375.654029 72.126861 47.715533 2276.772059 -0.021126 1.02515 98.882
9 18 69.818254 47.850755 2289.694795 69.860818 46.987890 2207.861845 -0.042564 0.862865 81.8329
10 19 68.113000 48.088255 2312.480291 68.162675 47.328904 2240.025153 -0.049675 0.759351 72.4551
11 20 67.173528 48.075579 2311.261310 67.217984 47.390236 2245.834473 -0.044456 0.685343 65.4268
12 21 65.840826 47.787592 2283.653939 65.885460 47.174149 2225.400334 -0.044634 0.613443 58.2536
13 22 65.783971 48.063571 2310.106867 65.818421 47.510140 2257.213361 -0.03445 0.553431 52.8935
14 23 64.298559 47.680463 2273.426572 64.331456 47.165359 2224.571106 -0.032897 0.515104 48.8555
15 24 63.685825 47.742512 2279.347484 63.717503 47.276034 2235.023406 -0.031678 0.466478 44.3241
16 25 62.082359 47.137060 2221.902388 62.109214 46.706632 2181.509469 -0.026855 0.430428 40.3929
17 26 61.218958 47.306836 2237.936727 61.248481 46.908249 2200.383787 -0.029523 0.398587 37.5529
18 27 59.405550 46.290417 2142.802750 59.435520 45.928579 2109.434402 -0.02997 0.361838 33.3683
19 28 59.143277 46.766228 2187.080061 59.167397 46.422472 2155.045941 -0.02412 0.343756 32.0341
20 29 58.701462 46.986289 2207.711333 58.721024 46.653105 2176.512218 -0.019562 0.333184 31.1991
21 30 57.151220 46.491472 2161.457013 57.171284 46.179948 2132.587602 -0.020064 0.311524 28.8694
22 31 57.225405 46.308310 2144.459547 57.243006 46.015894 2117.462479 -0.017601 0.292416 26.9971
23 32 54.287957 44.800262 2007.063443 54.311937 44.529354 1982.863348 -0.02398 0.270908 24.2001
24 33 56.498096 46.751542 2185.706635 56.510965 46.471617 2159.611185 -0.012869 0.279925 26.0954
25 34 54.151172 44.876717 2013.919741 54.174406 44.639100 1992.649293 -0.023234 0.237617 21.2704
26 35 55.452079 46.281929 2142.016923 55.469744 46.036808 2119.387734 -0.017665 0.245121 22.6292
27 36 50.591647 43.447303 1887.668173 50.624593 43.211081 1867.197523 -0.032946 0.236222 20.4706
28 37 53.601108 45.093821 2033.452657 53.621255 44.862625 2012.655102 -0.020147 0.231196 20.7976
29 38 50.566816 43.309451 1875.708582 50.608337 43.107855 1858.287203 -0.041521 0.201596 17.4214
30 39 53.419860 44.333893 1965.494081 53.445793 44.138762 1948.230308 -0.025933 0.195131 17.2638
31 40 50.139815 43.639131 1904.373739 50.171987 43.443380 1887.327231 -0.032172 0.195751 17.0465
