#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 6 77.396057 50.006075 2500.607536 77.150288 43.829375 1921.014126 0.245769 6.1767 579.593
2 7 70.605329 49.417047 2442.044523 70.685847 45.555850 2075.335471 -0.080518 3.8612 366.709
3 8 67.312469 49.335456 2433.987222 67.440103 46.541561 2166.116944 -0.127634 2.79389 267.87
4 9 63.905339 48.943872 2395.502586 64.052099 46.840648 2194.046341 -0.14676 2.10322 201.456
5 10 62.610347 49.048142 2405.720279 62.741032 47.350247 2242.045855 -0.130685 1.69789 163.674
6 11 60.415738 48.659945 2367.790282 60.552366 47.289025 2236.251896 -0.136628 1.37092 131.538
7 12 59.466839 48.902305 2391.435481 59.590313 47.729870 2278.140518 -0.123474 1.17244 113.295
8 13 58.668653 49.219085 2422.518280 58.775094 48.201726 2323.406352 -0.106441 1.01736 99.1119
9 14 57.451106 48.830381 2384.406150 57.562461 47.963545 2300.501645 -0.111355 0.866836 83.9045
10 15 56.122490 48.676106 2369.363280 56.231488 47.916918 2296.030998 -0.108998 0.759188 73.3323
11 16 55.058648 48.285439 2331.483608 55.168729 47.620450 2267.707255 -0.110081 0.664989 63.7764
12 17 53.830132 48.139376 2317.399549 53.933923 47.546601 2260.679244 -0.103791 0.592775 56.7203
13 18 52.685263 47.835991 2288.282035 52.787695 47.299227 2237.216856 -0.102432 0.536764 51.0652
14 19 51.852020 47.954853 2299.667889 51.943306 47.461504 2252.594380 -0.091286 0.493349 47.0735
15 20 51.208019 47.769911 2281.964353 51.298154 47.324322 2239.591421 -0.090135 0.445589 42.3729
16 21 50.049093 47.370095 2243.925882 50.132423 46.955062 2204.777820 -0.08333 0.415033 39.1481
17 22 49.756975 47.210763 2228.856127 49.834472 46.831179 2193.159324 -0.077497 0.379584 35.6968
18 23 49.092819 46.855856 2195.471278 49.163121 46.503385 2162.564820 -0.070302 0.352471 32.9065
19 24 48.566124 46.782065 2188.561628 48.632876 46.453046 2157.885518 -0.066752 0.329019 30.6761
20 25 47.299707 46.216953 2136.006790 47.361946 45.908809 2107.618781 -0.062239 0.308144 28.388
21 26 46.691836 46.048531 2120.467187 46.752605 45.761037 2094.072529 -0.060769 0.287494 26.3947
22 27 46.114697 45.316928 2053.624006 46.172904 45.052304 2029.710092 -0.058207 0.264624 23.9139
23 28 45.881377 45.649579 2083.884062 45.933972 45.393745 2060.592042 -0.052595 0.255834 23.292
24 29 45.898288 46.201243 2134.554816 45.942123 45.945993 2111.034248 -0.043835 0.25525 23.5206
25 30 44.920079 44.454723 1976.222428 44.965716 44.231603 1956.434689 -0.045637 0.22312 19.7877
26 31 44.376924 43.910923 1928.169130 44.420583 43.699335 1909.631860 -0.043659 0.211588 18.5373
27 32 43.982428 43.464395 1889.153643 44.021799 43.266380 1871.979674 -0.039371 0.198015 17.174
28 33 44.590696 44.502136 1980.440066 44.626642 44.305723 1962.997087 -0.035946 0.196413 17.443
29 34 43.420423 42.648029 1818.854407 43.456081 42.478706 1804.440485 -0.035658 0.169323 14.4139
30 35 43.780575 43.185817 1865.014771 43.809878 43.012210 1850.050174 -0.029303 0.173607 14.9646
31 36 41.346472 40.645084 1652.022874 41.380481 40.497167 1640.020519 -0.034009 0.147917 12.0024
32 37 43.573661 41.148534 1693.201876 43.599468 40.999322 1680.944421 -0.025807 0.149212 12.2575
33 38 39.663822 39.193083 1536.097731 39.706860 39.071779 1526.603884 -0.043038 0.121304 9.49385
34 39 42.554133 39.653357 1572.388684 42.583067 39.539475 1563.370114 -0.028934 0.113882 9.01857
35 40 44.603792 41.746350 1742.757724 44.631689 41.622546 1732.436299 -0.027897 0.123804 10.3214
