#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 13 85.721958 47.663335 2271.793511 85.598998 42.258551 1785.785113 0.12296 5.40478 486.008
2 14 83.104116 47.478030 2254.163288 83.100824 44.035054 1939.085991 0.003292 3.44298 315.077
3 15 79.714501 47.159505 2224.018906 79.773581 44.715988 1999.519575 -0.05908 2.44352 224.499
4 16 78.353223 47.294627 2236.781738 78.418621 45.388449 2060.111331 -0.065398 1.90618 176.67
5 17 77.315232 46.812426 2191.403243 77.370964 45.312545 2053.226691 -0.055732 1.49988 138.177
6 18 76.003659 47.585170 2264.348405 76.049177 46.280869 2141.918818 -0.045518 1.3043 122.43
7 19 74.789407 47.323294 2239.494167 74.828362 46.223024 2136.567908 -0.038955 1.10027 102.926
8 20 73.231753 47.937636 2298.016946 73.284667 46.953505 2204.631651 -0.052914 0.984131 93.3853
9 21 72.149585 47.830686 2287.774486 72.187394 46.953203 2204.603227 -0.037809 0.877483 83.1713
10 22 71.263057 48.334334 2336.207872 71.299575 47.530142 2259.114352 -0.036518 0.804192 77.0935
11 23 71.580319 48.333257 2336.103738 71.594109 47.598923 2265.657443 -0.01379 0.734334 70.4463
12 24 69.941868 48.990063 2400.026269 69.969718 48.312812 2334.127765 -0.02785 0.677251 65.8985
13 25 68.474264 47.826711 2287.394303 68.512202 47.230113 2230.683546 -0.037938 0.596598 56.7108
14 26 67.687268 48.497463 2352.003948 67.722862 47.940462 2298.287919 -0.035594 0.557001 53.716
15 27 67.543307 47.706446 2275.904946 67.571620 47.187015 2226.614419 -0.028313 0.519431 49.2905
16 28 67.212691 48.835031 2384.860215 67.239875 48.342897 2337.035645 -0.027184 0.492134 47.8246
17 29 66.048638 47.538852 2259.942448 66.081533 47.095888 2218.022635 -0.032895 0.442964 41.9198
18 30 65.268867 48.083218 2311.995890 65.297032 47.653922 2270.896324 -0.028165 0.429296 41.0996
19 31 64.156631 47.799547 2284.796656 64.183269 47.388665 2245.685602 -0.026638 0.410882 39.1111
20 32 63.702964 47.782019 2283.121322 63.722680 47.395867 2246.368247 -0.019716 0.386152 36.7531
21 33 62.601933 47.186432 2226.559343 62.626002 46.825608 2192.637581 -0.024069 0.360824 33.9218
22 34 59.924664 46.677391 2178.778802 59.963535 46.335308 2146.960809 -0.038871 0.342083 31.818
23 35 57.941074 45.856016 2102.774232 57.981347 45.538910 2073.792293 -0.040273 0.317106 28.9819
24 36 59.600626 46.758888 2186.393583 59.645554 46.459597 2158.494180 -0.044928 0.299291 27.8994
25 37 58.306289 46.235767 2137.746191 58.341901 45.943959 2110.847414 -0.035612 0.291808 26.8988
26 38 52.238603 44.998186 2024.836730 52.302594 44.718318 1999.727961 -0.063991 0.279868 25.1088
27 39 56.666975 44.981942 2023.375128 56.711529 44.742345 2001.877461 -0.044554 0.239597 21.4977
28 40 58.238311 46.006719 2116.618216 58.281645 45.782786 2096.063500 -0.043334 0.223933 20.5547
