#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 5 68.384380 47.447017 2251.219417 68.411845 41.558573 1727.115030 -0.027465 5.88844 524.104
2 6 61.009318 47.027228 2211.560176 61.350768 43.372242 1881.151409 -0.34145 3.65499 330.409
3 7 56.768202 46.865115 2196.338983 57.118514 44.278351 1960.572372 -0.350312 2.58676 235.767
4 8 53.638515 46.518785 2163.997335 53.984642 44.607285 1989.809909 -0.346127 1.9115 174.187
5 9 51.307508 46.102661 2125.455376 51.629166 44.615011 1990.499203 -0.321658 1.48765 134.956
6 10 49.362607 45.719317 2090.255960 49.663103 44.526554 1982.613980 -0.300496 1.19276 107.642
7 11 47.360164 45.034866 2028.139161 47.639968 44.053199 1940.684362 -0.279804 0.981667 87.4548
8 12 46.676406 45.411809 2062.232378 46.922606 44.563897 1985.940905 -0.2462 0.847912 76.2915
9 13 45.948301 44.939201 2019.531820 46.173250 44.217274 1955.167308 -0.224949 0.721927 64.3645
10 14 45.049126 45.217047 2044.581349 45.251198 44.565077 1986.046050 -0.202072 0.65197 58.5353
11 15 43.863140 44.847534 2011.301299 44.048716 44.265452 1959.430276 -0.185576 0.582082 51.871
12 16 42.920020 44.639744 1992.706779 43.096855 44.118791 1946.467757 -0.176835 0.520953 46.239
13 17 42.030382 44.651797 1993.782943 42.188442 44.169463 1950.941428 -0.15806 0.482334 42.8415
14 18 41.464989 44.521358 1982.151303 41.613595 44.079900 1943.037547 -0.148606 0.441458 39.1138
15 19 40.865951 44.639851 1992.716339 40.999390 44.229251 1956.226615 -0.133439 0.4106 36.4897
16 20 40.393970 44.690926 1997.278834 40.521261 44.307241 1963.131574 -0.127291 0.383685 34.1473
17 21 40.236974 44.636810 1992.444814 40.351348 44.280620 1960.773290 -0.114374 0.35619 31.6715
18 22 40.135272 44.951753 2020.660124 40.245093 44.620004 1990.944723 -0.109821 0.331749 29.7154
19 23 38.766103 43.785018 1917.127769 38.873251 43.484300 1890.884370 -0.107148 0.300718 26.2434
20 24 39.383485 44.809028 2007.848966 39.480261 44.519902 1982.021673 -0.096776 0.289126 25.8273
21 25 38.563979 43.721412 1911.561854 38.654618 43.454228 1888.269937 -0.090639 0.267184 23.2919
22 26 39.799043 45.317723 2053.695992 39.880141 45.056298 2030.070006 -0.081098 0.261425 23.626
23 27 37.612043 42.898757 1840.303327 37.692495 42.665080 1820.309028 -0.080452 0.233677 19.9943
24 28 39.009607 44.391201 1970.578691 39.083015 44.161302 1950.220622 -0.073408 0.229899 20.3581
25 29 37.431257 42.485413 1805.010282 37.501659 42.276959 1787.341286 -0.070402 0.208454 17.669
26 30 38.533500 43.881424 1925.579344 38.596296 43.674448 1907.457380 -0.062796 0.206976 18.122
27 31 37.334591 42.948826 1844.601686 37.397357 42.754092 1827.912347 -0.062766 0.194734 16.6893
28 32 38.589577 43.398044 1883.390255 38.643895 43.210994 1867.190016 -0.054318 0.18705 16.2002
29 33 36.874076 42.011369 1764.955126 36.930664 41.833880 1750.073489 -0.056588 0.177489 14.8816
30 34 37.262420 41.792417 1746.606092 37.319056 41.630262 1733.078726 -0.056636 0.162155 13.5274
31 35 36.911676 41.758375 1743.761892 36.965436 41.603918 1730.886023 -0.05376 0.154457 12.8759
32 36 35.330690 39.985824 1598.866096 35.387423 39.843861 1587.533236 -0.056733 0.141963 11.3329
33 37 36.916911 40.362451 1629.127430 36.960808 40.227410 1618.244552 -0.043897 0.135041 10.8829
34 38 37.952363 38.509366 1482.971272 38.000047 38.401064 1474.641728 -0.047684 0.108302 8.32954
35 39 41.288370 39.798788 1583.943514 41.325763 39.705062 1576.491916 -0.037393 0.093726 7.4516
36 40 37.645398 38.067678 1449.148146 37.691191 37.979196 1442.419366 -0.045793 0.088482 6.72878
