#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 7 80.357667 49.168001 2417.492356 80.142257 43.310774 1875.823133 0.21541 5.85723 541.669
2 8 73.975336 49.079934 2408.839954 74.032776 45.268908 2049.274076 -0.05744 3.81103 359.566
3 9 71.165077 48.318258 2334.654053 71.283544 45.707953 2089.216986 -0.118467 2.6103 245.437
4 10 67.518660 47.988516 2302.897699 67.664248 45.985409 2114.657857 -0.145588 2.00311 188.24
5 11 65.884851 47.497383 2256.001347 66.038329 45.970236 2113.262607 -0.153478 1.52715 142.739
6 12 63.293810 47.381511 2245.007545 63.445661 46.103279 2125.512311 -0.151851 1.27823 119.495
7 13 62.463178 46.810562 2191.228737 62.602181 45.782754 2096.060576 -0.139003 1.02781 95.1682
8 14 60.966395 47.115500 2219.870300 61.097755 46.210938 2135.450758 -0.13136 0.904562 84.4195
9 15 59.796707 46.679498 2178.975531 59.912961 45.906298 2107.388170 -0.116254 0.7732 71.5874
10 16 58.905150 47.311438 2238.372160 59.006752 46.596813 2171.263002 -0.101602 0.714625 67.1092
11 17 57.266774 46.862533 2196.096972 57.363413 46.232340 2137.429237 -0.096639 0.630193 58.6677
12 18 56.235640 46.888314 2198.514028 56.328424 46.316480 2145.216322 -0.092784 0.571834 53.2977
13 19 56.211439 47.504760 2256.702256 56.279649 46.960003 2205.241924 -0.06821 0.544757 51.4603
14 20 54.650374 46.932395 2202.649698 54.723507 46.441468 2156.809923 -0.073133 0.490927 45.8398
15 21 54.128885 47.108446 2219.205730 54.195641 46.657617 2176.933260 -0.066756 0.450829 42.2725
16 22 53.696726 47.407781 2247.497712 53.762989 46.988898 2207.956552 -0.066263 0.418883 39.5412
17 23 52.214181 46.815662 2191.706241 52.279179 46.426142 2155.386699 -0.064998 0.38952 36.3195
18 24 53.065779 47.608854 2266.603027 53.119225 47.236985 2231.332748 -0.053446 0.371869 35.2703
19 25 51.760335 46.598549 2171.424731 51.816832 46.262926 2140.258283 -0.056497 0.335623 31.1664
20 26 52.524270 47.723193 2277.503154 52.570097 47.398464 2246.614414 -0.045827 0.324729 30.8887
21 27 49.518576 45.692372 2087.792829 49.573713 45.403828 2061.507581 -0.055137 0.288544 26.2852
22 28 51.050949 47.158842 2223.956365 51.097392 46.870802 2196.872079 -0.046443 0.28804 27.0843
23 29 49.436640 45.370091 2058.445168 49.482351 45.108279 2034.756835 -0.045711 0.261812 23.6883
24 30 49.993468 46.267370 2140.669568 50.033064 46.011802 2117.085951 -0.039596 0.255568 23.5836
25 31 49.070277 45.792825 2096.982795 49.108967 45.548423 2074.658829 -0.03869 0.244402 22.324
26 32 49.830326 45.974514 2113.655924 49.860764 45.743124 2092.433424 -0.030438 0.23139 21.2225
27 33 46.949765 44.009201 1936.809783 46.988201 43.791195 1917.668740 -0.038436 0.218006 19.141
28 34 47.014899 44.377828 1969.391648 47.054489 44.168637 1950.868490 -0.03959 0.209191 18.5232
29 35 47.355503 44.686773 1996.907712 47.397824 44.494441 1979.755261 -0.042321 0.192332 17.1525
30 36 45.346890 42.902283 1840.605871 45.395327 42.715821 1824.641400 -0.048437 0.186462 15.9645
31 37 44.016025 42.195138 1780.429630 44.052127 42.018506 1765.554874 -0.036102 0.176632 14.8748
32 38 44.187310 41.108602 1689.917180 44.233968 40.960544 1677.766196 -0.046658 0.148058 12.151
33 39 47.220299 40.308643 1624.786717 47.251500 40.189804 1615.220326 -0.031201 0.118839 9.56639
34 40 43.975050 40.473263 1638.085018 44.022546 40.359283 1628.871691 -0.047496 0.11398 9.21333
