#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 12 86.828963 48.812939 2382.702999 86.588087 43.036281 1852.121500 0.240876 5.77666 530.581
2 13 83.821846 48.563539 2358.417328 83.696200 44.835632 2010.233908 0.125646 3.72791 348.183
3 14 81.672628 48.383617 2340.974434 81.624799 45.656866 2084.549404 0.047829 2.72675 256.425
4 15 80.140816 48.334446 2336.218676 80.108512 46.275654 2141.436134 0.032304 2.05879 194.783
5 16 78.091034 47.985590 2302.616872 78.109158 46.363742 2149.596609 -0.018124 1.62185 153.02
6 17 77.626771 48.163188 2319.692660 77.616631 46.800611 2190.297200 0.01014 1.36258 129.395
7 18 75.759443 47.787143 2283.611023 75.776953 46.639732 2175.264573 -0.01751 1.14741 108.346
8 19 73.966921 47.765888 2281.580022 73.993091 46.785290 2188.863381 -0.02617 0.980598 92.7166
9 20 72.273541 47.589812 2264.790216 72.315042 46.735809 2184.235854 -0.041501 0.854003 80.5544
10 21 71.413962 47.635547 2269.145295 71.446110 46.875117 2197.276611 -0.032148 0.76043 71.8687
11 22 70.485053 47.694235 2274.740063 70.511140 47.021545 2211.025703 -0.026087 0.67269 63.7144
12 23 68.986909 47.590882 2264.892097 69.013092 46.972915 2206.454706 -0.026183 0.617967 58.4374
13 24 68.012260 47.502887 2256.524300 68.038583 46.947903 2204.105631 -0.026323 0.554984 52.4187
14 25 66.416556 47.029158 2211.741735 66.440993 46.521565 2164.256019 -0.024437 0.507593 47.4857
15 26 65.640528 47.541866 2260.228994 65.664037 47.066965 2215.299212 -0.023509 0.474901 44.9298
16 27 63.723477 46.506104 2162.817690 63.749200 46.078111 2123.192289 -0.025723 0.427993 39.6254
17 28 62.471626 46.615359 2172.991728 62.494183 46.217422 2136.050113 -0.022557 0.397937 36.9416
18 29 62.544883 47.166311 2224.660900 62.558885 46.775297 2187.928430 -0.014002 0.391014 36.7325
19 30 60.985989 46.871863 2196.971526 61.003763 46.511177 2163.289543 -0.017774 0.360686 33.682
20 31 61.174393 46.962737 2205.498698 61.189909 46.625701 2173.955991 -0.015516 0.337036 31.5427
21 32 58.131717 45.928975 2109.470704 58.154825 45.599081 2079.276150 -0.023108 0.329894 30.1946
22 33 60.154441 47.283568 2235.735832 60.167012 46.959588 2205.202859 -0.012571 0.32398 30.533
23 34 58.495246 46.226535 2136.892549 58.512408 45.934767 2110.002799 -0.017162 0.291768 26.8898
24 35 59.942931 47.561654 2262.110914 59.954514 47.262963 2233.787647 -0.011583 0.298691 28.3233
25 36 54.367830 45.115260 2035.386680 54.409977 44.829694 2009.701499 -0.042147 0.285566 25.6852
26 37 56.714125 45.814048 2098.927039 56.741072 45.544166 2074.271052 -0.026947 0.269882 24.656
27 38 54.247859 44.873909 2013.667753 54.295199 44.639421 1992.677872 -0.04734 0.234488 20.9899
28 39 56.208502 45.547640 2074.587515 56.235242 45.304867 2052.530991 -0.02674 0.242773 22.0565
29 40 52.482038 44.479373 1978.414644 52.518362 44.243176 1957.458596 -0.036324 0.236197 20.956
