#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 2 51.120258 43.140203 1861.077111 49.155917 38.104058 1451.919202 1.96434 5.03614 409.158
2 3 36.617025 36.703438 1347.142365 35.823400 34.129676 1164.834784 0.793625 2.57376 182.308
3 4 29.669313 33.708900 1136.289968 29.240540 32.178532 1035.457902 0.428773 1.53037 100.832
4 5 25.929579 32.568936 1060.735613 25.651196 31.540193 994.783793 0.278383 1.02874 65.9518
5 6 23.420423 31.790862 1010.658895 23.220735 31.044184 963.741331 0.199688 0.746678 46.9176
6 7 21.904697 31.873397 1015.913437 21.746444 31.283886 978.681508 0.158253 0.589511 37.2319
7 8 20.840393 31.840663 1013.827831 20.712878 31.373982 984.326777 0.127515 0.466681 29.5011
8 9 19.821373 31.618114 999.705149 19.716121 31.238457 975.841179 0.105252 0.379657 23.864
9 10 19.184411 31.750523 1008.095716 19.093201 31.427471 987.685949 0.09121 0.323052 20.4098
10 11 18.695290 31.925876 1019.261541 18.614802 31.647352 1001.554912 0.080488 0.278524 17.7066
11 12 18.233917 32.022039 1025.410980 18.162296 31.780053 1009.971774 0.071621 0.241986 15.4392
12 13 17.903318 32.054599 1027.497314 17.839686 31.846619 1014.207128 0.063632 0.20798 13.2902
13 14 17.294714 31.609411 999.154836 17.238952 31.433705 988.077840 0.055762 0.175706 11.077
14 15 16.973888 31.677497 1003.463791 16.921769 31.515938 993.254346 0.052119 0.161559 10.2094
15 16 16.651465 31.482465 991.145619 16.603986 31.340817 982.246820 0.047479 0.141648 8.8988
16 17 16.178721 31.241426 976.026698 16.134251 31.110598 967.869321 0.04447 0.130828 8.15738
17 18 16.032769 31.257925 977.057878 15.991013 31.139412 969.663009 0.041756 0.118513 7.39487
18 19 15.897083 31.267517 977.657604 15.857535 31.158007 970.821414 0.039548 0.10951 6.83619
19 20 15.775025 31.277046 978.253627 15.736550 31.172017 971.694618 0.038475 0.105029 6.55901
20 21 15.570734 31.095887 966.954188 15.534425 31.000412 961.025574 0.036309 0.095475 5.92861
21 22 15.499362 31.010299 961.638654 15.464887 30.922868 956.223751 0.034475 0.087431 5.4149
22 23 15.175425 30.762348 946.322082 15.142367 30.680233 941.276704 0.033058 0.082115 5.04538
23 24 14.870600 30.642918 938.988446 14.838051 30.561845 934.026380 0.032549 0.081073 4.96207
24 25 14.845745 30.425372 925.703237 14.814868 30.351175 921.193812 0.030877 0.074197 4.50942
25 26 14.595019 30.246156 914.829947 14.565667 30.178195 910.723469 0.029352 0.067961 4.10648
26 27 14.537116 30.388821 923.480441 14.508521 30.324663 919.585202 0.028595 0.064158 3.89524
27 28 14.556570 30.159293 909.582928 14.528946 30.098773 905.936120 0.027624 0.06052 3.64681
28 29 14.364678 29.837052 890.249678 14.336314 29.770786 886.299697 0.028364 0.066266 3.94998
29 30 14.290779 29.779539 886.820935 14.263407 29.717665 883.139588 0.027372 0.061874 3.68135
30 31 14.458996 29.825080 889.535420 14.434171 29.775125 886.558040 0.024825 0.049955 2.97738
31 32 14.954403 30.161772 909.732481 14.930096 30.115199 906.925192 0.024307 0.046573 2.80729
32 33 14.724360 29.872832 892.386071 14.700285 29.825749 889.575276 0.024075 0.047083 2.81079
33 34 14.862773 29.676325 880.684269 14.840167 29.636254 878.307567 0.022606 0.040071 2.3767
34 35 16.423604 31.290180 979.075357 16.400947 31.250630 976.601844 0.022657 0.03955 2.47351
35 36 15.953488 30.566066 934.284392 15.932940 30.533559 932.298221 0.020548 0.032507 1.98617
36 37 15.764146 29.373480 862.801321 15.744309 29.344460 861.097329 0.019837 0.02902 1.70399
37 38 16.842431 29.463931 868.123206 16.825707 29.449382 867.266128 0.016724 0.014549 0.857078
38 39 21.390192 31.593851 998.171426 21.375946 31.583765 997.534185 0.014246 0.010086 0.637241
39 40 22.167049 32.621813 1064.182714 22.155789 32.614445 1063.702041 0.01126 0.007368 0.480673
