 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   20      7.6472     11.4218    1.274211E+00
   21      0.1903     20.2506    3.325542E-02
   22      3.1174     26.5968    5.701121E-01
   23      0.1140     31.9869    2.177499E-02
   24      1.9627     36.8546    3.908456E-01
   25      0.0641     41.3966    1.328567E-02
   26      1.4793     45.7221    3.186305E-01
   27      0.0393     49.8996    8.784366E-03
   28      1.1880     53.9765    2.751988E-01
   29      0.0283     57.9874    6.785684E-03
   30      0.9206     61.9596    2.282212E-01
   31      0.0220     65.9156    5.632723E-03
   32      0.7337     69.8750    1.938149E-01
   33      0.0170     73.8558    4.628912E-03
   34      0.6584     77.8752    1.846265E-01
   35      0.0131     81.9505    3.779939E-03
   36      0.5301     86.1001    1.572664E-01
   37      0.0101     90.3438    3.078491E-03
   38      0.3627     94.7045    1.134994E-01
   39      0.0078     99.2088    2.504245E-03
   40      0.2869    103.8894    9.444321E-02
   41      0.0057    108.7878    1.922685E-03
   42      0.2597    113.9589    8.971108E-02
   43      0.0039    119.4786    1.378920E-03
   44      0.2455    125.4587    8.879667E-02
   45      0.0024    132.0774    8.875806E-04
   46      0.2631    139.6543    9.943951E-02
   47      0.0012    148.8894    4.632976E-04
   48      0.3714    162.2114    1.464094E-01
