 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    7     85.1963      7.6893    1.030264E+01
    8      0.3239     13.9843    4.439116E-02
    9     32.7565     18.7134    5.017504E+00
   10      0.2799     22.8790    4.738696E-02
   11     19.4191     26.7550    3.600755E+00
   12      0.2267     30.4614    4.569074E-02
   13     12.8824     34.0631    2.804124E+00
   14      0.1812     37.5999    4.236360E-02
   15      9.0607     41.0986    2.264436E+00
   16      0.1448     44.5787    3.852292E-02
   17      6.6225     48.0552    1.868644E+00
   18      0.1174     51.5405    3.501922E-02
   19      4.9163     55.0454    1.545751E+00
   20      0.0952     58.5797    3.146715E-02
   21      3.7890     62.1528    1.313499E+00
   22      0.0760     65.7738    2.757165E-02
   23      2.9344     69.4526    1.111869E+00
   24      0.0599     73.1993    2.366244E-02
   25      2.3547     77.0250    9.681495E-01
   26      0.0467     80.9425    1.995397E-02
   27      1.9548     84.9661    8.667656E-01
   28      0.0358     89.1128    1.645108E-02
   29      1.6599     93.4029    7.895335E-01
   30      0.0271     97.8615    1.332710E-02
   31      1.4833    102.5202    7.533663E-01
   32      0.0200    107.4196    1.048045E-02
   33      1.3409    112.6147    7.242822E-01
   34      0.0142    118.1822    7.899036E-03
   35      1.2748    124.2360    7.296877E-01
   36      0.0093    130.9584    5.473214E-03
   37      1.3887    138.6769    8.396656E-01
   38      0.0050    148.1103    3.103826E-03
   39      2.2908    161.7531    1.458985E+00
