 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   24      6.7027     10.8283    1.026445E+00
   25      0.2604     19.1325    4.150504E-02
   26      2.7259     25.0640    4.515185E-01
   27      0.2102     30.0705    3.613143E-02
   28      1.7025     34.5647    3.032855E-01
   29      0.1480     38.7334    2.728999E-02
   30      1.1647     42.6802    2.220412E-01
   31      0.0943     46.4700    1.856701E-02
   32      0.9303     50.1469    1.889845E-01
   33      0.0549     53.7427    1.149574E-02
   34      0.7968     57.2819    1.718257E-01
   35      0.0323     60.7840    7.167218E-03
   36      0.5560     64.2655    1.268491E-01
   37      0.0211     67.7404    4.945765E-03
   38      0.3561     71.2216    8.569440E-02
   39      0.0145     74.7212    3.580015E-03
   40      0.2813     78.2509    7.121057E-02
   41      0.0102     81.8226    2.645867E-03
   42      0.2359     85.4486    6.266667E-02
   43      0.0074     89.1421    2.012059E-03
   44      0.2001     92.9180    5.565790E-02
   45      0.0052     96.7930    1.478885E-03
   46      0.1599    100.7869    4.647519E-02
   47      0.0035    104.9233    1.039157E-03
   48      0.1205    109.2320    3.652990E-02
   49      0.0021    113.7508    6.497469E-04
   50      0.1153    118.5302    3.639489E-02
   51      0.0010    123.6406    3.219044E-04
   52      0.1058    129.1859    3.471880E-02
   53      0.0004    135.3320    1.337622E-04
   54      0.0672    142.3769    2.289209E-02
   55      0.0001    150.9732    3.469067E-05
   56      0.0422    163.3831    1.490324E-02
