 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   16     21.4824      6.8219    1.919672E+00
   17      2.8103     12.0893    2.663490E-01
   18      7.8245     15.8802    7.839506E-01
   19      1.5888     19.0978    1.677893E-01
   20      4.7018     21.9976    5.220095E-01
   21      1.0433     24.6944    1.214809E-01
   22      3.3038     27.2509    4.025841E-01
   23      0.7199     29.7056    9.162213E-02
   24      2.5338     32.0842    3.362008E-01
   25      0.5152     34.4049    7.115025E-02
   26      1.9956     36.6810    2.864044E-01
   27      0.3819     38.9227    5.687779E-02
   28      1.5677     41.1380    2.419737E-01
   29      0.2930     43.3335    4.681122E-02
   30      1.2731     45.5145    2.102920E-01
   31      0.2243     47.6858    3.826487E-02
   32      1.1638     49.8511    2.048434E-01
   33      0.1617     52.0140    2.933697E-02
   34      0.9386     54.1778    1.753719E-01
   35      0.1052     56.3452    2.022574E-02
   36      0.5862     58.5190    1.158775E-01
   37      0.0630     60.7018    1.279476E-02
   38      0.3865     62.8960    8.058804E-02
   39      0.0394     65.1042    8.428566E-03
   40      0.3001     67.3286    6.582356E-02
   41      0.0277     69.5719    6.225701E-03
   42      0.2348     71.8364    5.404399E-02
   43      0.0194     74.1249    4.570370E-03
   44      0.1840     76.4400    4.434434E-02
   45      0.0128     78.7846    3.154146E-03
   46      0.1309     81.1618    3.296499E-02
   47      0.0082     83.5750    2.109443E-03
   48      0.1067     86.0277    2.802635E-02
   49      0.0047     88.5242    1.259979E-03
   50      0.0955     91.0687    2.611891E-02
   51      0.0022     93.6663    6.136070E-04
   52      0.0581     96.3226    1.651946E-02
   53      0.0008     99.0443    2.317950E-04
   54      0.0216    101.8386    6.375447E-03
   55      0.0003    104.7145    9.017260E-05
   56      0.0074    107.6822    2.264334E-03
   57      0.0001    110.7543    3.114069E-05
   58      0.0029    113.9458    9.187857E-04
   59      0.0000    117.2756    0.000000E+00
   60      0.0006    120.7677    1.965925E-04
   61      0.0000    124.4533    0.000000E+00
   62      0.0001    128.3744    3.384857E-05
   63      0.0000    132.5901    0.000000E+00
   64      0.0001    137.1881    3.493173E-05
   65      0.0000    142.3087    0.000000E+00
   66      0.0001    148.2043    3.601488E-05
   67      0.0000    155.4276    0.000000E+00
   68      0.0001    165.8899    3.709804E-05
