 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    8     93.5320      7.3111    1.024472E+01
    9      1.0960     13.2193    1.341699E-01
   10     25.9363     17.6185    3.509282E+00
   11      0.5007     21.4647    7.419872E-02
   12     11.5956     25.0210    1.867774E+00
   13      0.2600     28.4033    4.523016E-02
   14      6.2899     31.6741    1.175257E+00
   15      0.1566     34.8716    3.127839E-02
   16      3.8856     38.0213    8.261578E-01
   17      0.1053     41.1416    2.374583E-02
   18      2.6558     44.2460    6.331230E-01
   19      0.0772     47.3457    1.939871E-02
   20      1.9350     50.4497    5.111588E-01
   21      0.0592     53.5659    1.640141E-02
   22      1.5687     56.7017    4.548240E-01
   23      0.0473     59.8638    1.432353E-02
   24      1.2752     63.0588    4.025922E-01
   25      0.0389     66.2933    1.278235E-02
   26      1.0955     69.5744    3.740927E-01
   27      0.0321     72.9092    1.137519E-02
   28      0.9789     76.3056    3.595044E-01
   29      0.0264     79.7725    1.003568E-02
   30      0.8443     83.3196    3.318315E-01
   31      0.0214     86.9583    8.686510E-03
   32      0.7099     90.7016    2.973045E-01
   33      0.0169     94.5653    7.295457E-03
   34      0.6578     98.5681    2.924381E-01
   35      0.0129    102.7334    5.901182E-03
   36      0.5935    107.0908    2.791480E-01
   37      0.0094    111.6786    4.542345E-03
   38      0.4455    116.5484    2.210189E-01
   39      0.0067    121.7725    3.410302E-03
   40      0.3633    127.4583    1.896013E-01
   41      0.0044    133.7775    2.352999E-03
   42      0.3881    141.0393    2.125463E-01
   43      0.0024    149.9210    1.345307E-03
   44      0.6038    162.7720    3.462375E-01
