 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   35      5.0116     12.0734    8.894911E-01
   36      0.0160     21.2730    2.919777E-03
   37      2.2577     27.8018    4.232864E-01
   38      0.0151     33.2807    2.906528E-03
   39      1.4400     38.1738    2.843783E-01
   40      0.0125     42.6921    2.531057E-03
   41      0.8865     46.9529    1.839347E-01
   42      0.0092     51.0302    1.954851E-03
   43      0.4902     54.9742    1.066104E-01
   44      0.0062     58.8218    1.379395E-03
   45      0.2437     62.6013    5.543752E-02
   46      0.0039     66.3356    9.066808E-04
   47      0.1092     70.0439    2.593302E-02
   48      0.0024     73.7432    5.819556E-04
   49      0.0539     77.4491    1.333923E-02
   50      0.0014     81.1764    3.534730E-04
   51      0.0375     84.9399    9.655513E-03
   52      0.0006     88.7548    1.574880E-04
   53      0.0245     92.6376    6.553250E-03
   54      0.0002     96.6062    5.449584E-05
   55      0.0104    100.6815    2.885780E-03
   56      0.0000    104.8882    0.000000E+00
   57      0.0025    109.2563    7.186951E-04
   58      0.0000    113.8244    0.000000E+00
   59      0.0004    118.6432    1.189909E-04
   60      0.0000    123.7830    0.000000E+00
   61      0.0001    129.3477    3.074765E-05
   62      0.0000    135.5022    0.000000E+00
   63      0.0001    142.5429    3.174758E-05
   64      0.0000    151.1182    0.000000E+00
   65      0.0001    163.4771    3.274750E-05
