 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    5     59.7018     14.7631    1.424130E+01
    6      0.0397     27.5750    1.119189E-02
    7     22.1827     37.5903    7.215648E+00
    8      0.0331     46.7684    1.220244E-02
    9     13.4203     55.6618    5.529495E+00
   10      0.0239     64.5469    1.088396E-02
   11      9.5388     73.6181    4.757636E+00
   12      0.0166     83.0575    8.999487E-03
   13      7.5803     93.0795    4.438332E+00
   14      0.0111    103.9897    6.980566E-03
   15      6.8936    116.3084    4.634228E+00
   16      0.0062    131.1543    4.436856E-03
   17      9.7153    152.4250    7.373844E+00
