 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   15     40.0424      6.6847    3.764349E+00
   16      2.9800     11.8609    2.982210E-01
   17     16.4877     15.5947    1.749993E+00
   18      1.8108     18.7703    2.031797E-01
   19     10.1588     21.6375    1.201476E+00
   20      1.2549     24.3082    1.560275E-01
   21      6.6934     26.8433    8.728172E-01
   22      0.8725     29.2806    1.190655E-01
   23      4.9506     31.6449    7.056084E-01
   24      0.5641     33.9539    8.382243E-02
   25      3.5698     36.2205    5.521056E-01
   26      0.3625     38.4546    5.826288E-02
   27      2.5821     40.6640    4.306692E-01
   28      0.2536     42.8550    4.383613E-02
   29      2.1417     45.0328    3.831940E-01
   30      0.1870     47.2020    3.459231E-02
   31      1.7123     49.3663    3.271361E-01
   32      0.1342     51.5292    2.645294E-02
   33      1.2889     53.6938    2.618799E-01
   34      0.0925     55.8628    1.935526E-02
   35      1.0269     58.0389    2.211030E-01
   36      0.0639     60.2246    1.414594E-02
   37      0.8718     62.4225    1.982833E-01
   38      0.0456     64.6348    1.064789E-02
   39      0.7488     66.8640    1.793911E-01
   40      0.0322     69.1125    7.909499E-03
   41      0.5816     71.3828    1.463897E-01
   42      0.0215     73.6775    5.541986E-03
   43      0.3824     75.9993    1.008893E-01
   44      0.0140     78.3511    3.778558E-03
   45      0.2449     80.7359    6.758312E-02
   46      0.0090     83.1571    2.538245E-03
   47      0.1670     85.6183    4.811142E-02
   48      0.0056     88.1236    1.647282E-03
   49      0.1026     90.6775    3.080283E-02
   50      0.0033     93.2849    1.010749E-03
   51      0.0641     95.9515    2.002181E-02
   52      0.0018     98.6838    5.731521E-04
   53      0.0470    101.4894    1.525070E-02
   54      0.0007    104.3770    2.313836E-04
   55      0.0265    107.3570    8.920248E-03
   56      0.0002    110.4419    6.853565E-05
   57      0.0083    113.6470    2.894570E-03
   58      0.0000    116.9912    0.000000E+00
   59      0.0012    120.4985    4.330482E-04
   60      0.0000    124.2002    0.000000E+00
   61      0.0001    128.1387    3.730037E-05
   62      0.0000    132.3733    0.000000E+00
   63      0.0001    136.9920    3.851339E-05
   64      0.0000    142.1358    0.000000E+00
   65      0.0001    148.0583    3.972641E-05
   66      0.0000    155.3148    0.000000E+00
   67      0.0002    165.8254    8.187887E-05
