 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   16     14.1068      9.4462    1.927342E+00
   17      0.1914     16.7787    2.773489E-02
   18      5.1073     22.0727    7.823652E-01
   19      0.1024     26.5837    1.653412E-02
   20      2.9900     30.6667    5.075414E-01
   21      0.0687     34.4815    1.223043E-02
   22      2.1056     38.1160    3.922878E-01
   23      0.0553     41.6249    1.076067E-02
   24      1.5769     45.0451    3.199018E-01
   25      0.0473     48.4032    9.987292E-03
   26      1.2903     51.7195    2.831281E-01
   27      0.0402     55.0101    9.153879E-03
   28      1.0879     58.2882    2.567322E-01
   29      0.0334     61.5655    8.158586E-03
   30      0.8799     64.8522    2.222182E-01
   31      0.0273     68.1580    7.120650E-03
   32      0.7230     71.4921    1.945665E-01
   33      0.0223     74.8637    6.185803E-03
   34      0.6535     78.2823    1.866857E-01
   35      0.0177     81.7578    5.202931E-03
   36      0.5243     85.3011    1.584598E-01
   37      0.0138     88.9243    4.285059E-03
   38      0.3575     92.6411    1.139681E-01
   39      0.0107     96.4674    3.499672E-03
   40      0.2817    100.4224    9.446878E-02
   41      0.0080    104.5294    2.749062E-03
   42      0.2499    108.8176    8.794307E-02
   43      0.0057    113.3247    2.053102E-03
   44      0.2255    118.1014    8.309081E-02
   45      0.0037    123.2184    1.393990E-03
   46      0.2183    128.7805    8.405298E-02
   47      0.0022    134.9549    8.652921E-04
   48      0.2064    142.0427    8.288919E-02
   49      0.0010    150.7030    4.098752E-04
   50      0.3115    163.2213    1.302554E-01
