 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    5    170.7053      4.7636    1.301490E+01
    6      1.6406      8.7952    1.478248E-01
    7     60.4365     11.8879    6.283358E+00
    8      1.2546     14.6520    1.478276E-01
    9     34.5068     17.2494    4.544222E+00
   10      0.8984     19.7490    1.307646E-01
   11     22.5531     22.1869    3.595301E+00
   12      0.6249     24.5846    1.082809E-01
   13     15.3407     26.9560    2.870848E+00
   14      0.4964     29.3107    9.977712E-02
   15     10.8622     31.6558    2.333892E+00
   16      0.4058     33.9966    9.281693E-02
   17      7.8355     36.3375    1.900798E+00
   18      0.3274     38.6819    8.396177E-02
   19      5.8465     41.0332    1.580381E+00
   20      0.2640     43.3939    7.502206E-02
   21      4.4221     45.7667    1.317948E+00
   22      0.2099     48.1539    6.546756E-02
   23      3.3138     50.5579    1.079507E+00
   24      0.1629     52.9810    5.532461E-02
   25      2.6241     55.4255    9.275808E-01
   26      0.1274     57.8937    4.680007E-02
   27      2.0874     60.3882    7.957370E-01
   28      0.1007     62.9115    3.978373E-02
   29      1.7043     65.4664    6.969462E-01
   30      0.0797     68.0557    3.369685E-02
   31      1.4324     70.6828    6.254694E-01
   32      0.0626     73.3511    2.820258E-02
   33      1.1792     76.0644    5.476001E-01
   34      0.0487     78.8270    2.329052E-02
   35      0.9914     81.6436    4.878749E-01
   36      0.0373     84.5198    1.887265E-02
   37      0.8616     87.4615    4.478867E-01
   38      0.0278     90.4758    1.483668E-02
   39      0.7618     93.5709    4.171279E-01
   40      0.0199     96.7564    1.117222E-02
   41      0.6733    100.0435    3.873360E-01
   42      0.0133    103.4459    7.835591E-03
   43      0.5518    106.9803    3.327378E-01
   44      0.0082    110.6674    5.058306E-03
   45      0.3921    114.5336    2.473087E-01
   46      0.0050    118.6133    3.222954E-03
   47      0.2661    122.9528    1.752144E-01
   48      0.0029    127.6173    1.949714E-03
   49      0.2050    132.7035    1.406664E-01
   50      0.0015    138.3665    1.050059E-03
   51      0.1691    144.8849    1.207208E-01
   52      0.0006    152.8696    4.366583E-04
   53      0.2059    164.4352    1.527008E-01
