 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   10     21.8135     19.4712    6.558965E+00
   11      0.0197     35.5929    6.487610E-03
   12      6.9963     47.7976    2.504373E+00
   13      0.0129     58.7653    4.987055E-03
   14      3.7448     69.2952    1.554953E+00
   15      0.0080     79.8179    3.550932E-03
   16      2.5238     90.6753    1.192503E+00
   17      0.0049    102.2473    2.455584E-03
   18      2.1789    115.1041    1.154329E+00
   19      0.0026    130.4046    1.451873E-03
   20      2.9966    152.1144    1.759152E+00
