 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    5    210.3824      3.1301    1.041162E+01
    6     14.8334      5.7749    8.675615E-01
    7     87.7213      7.8014    5.919875E+00
    8      8.2766      9.6100    6.330195E-01
    9     52.2144     11.3065    4.463342E+00
   10      6.0836     12.9361    5.747728E-01
   11     32.7741     14.5220    3.391367E+00
   12      4.7813     16.0781    5.377770E-01
   13     22.8776     17.6131    2.779012E+00
   14      3.6220     19.1329    4.725662E-01
   15     16.4801     20.6418    2.298464E+00
   16      2.5810     22.1427    3.831935E-01
   17     11.9690     23.6382    1.884700E+00
   18      1.8896     25.1301    3.145487E-01
   19      8.4783     26.6198    1.487612E+00
   20      1.5260     28.1087    2.814846E-01
   21      5.9902     29.5978    1.158847E+00
   22      1.2742     31.0879    2.579683E-01
   23      4.5088     32.5800    9.533998E-01
   24      1.0545     34.0747    2.324657E-01
   25      3.4629     35.5727    7.945594E-01
   26      0.8441     37.0746    2.012732E-01
   27      2.8156     38.5811    6.967065E-01
   28      0.6225     40.0925    1.596359E-01
   29      2.3528     41.6096    6.245299E-01
   30      0.4322     43.1328    1.186126E-01
   31      1.7927     44.6626    5.081178E-01
   32      0.2738     46.1996    8.006875E-02
   33      1.2517     47.7443    3.773039E-01
   34      0.1525     49.2972    4.734075E-02
   35      0.9636     50.8588    3.078019E-01
   36      0.0842     52.4297    2.765357E-02
   37      0.8933     54.0104    3.014219E-01
   38      0.0518     55.6015    1.794472E-02
   39      0.7508     57.2036    2.668502E-01
   40      0.0364     58.8174    1.326486E-02
   41      0.4881     60.4435    1.822649E-01
   42      0.0270     62.0825    1.032521E-02
   43      0.3013     63.7352    1.179328E-01
   44      0.0188     65.4023    7.527731E-03
   45      0.1991     67.0847    8.151338E-02
   46      0.0122     68.7831    5.104568E-03
   47      0.1131     70.4985    4.833953E-02
   48      0.0077     72.2318    3.360305E-03
   49      0.0667     73.9841    2.970826E-02
   50      0.0044     75.7565    1.999357E-03
   51      0.0486     77.5500    2.252111E-02
   52      0.0018     79.3661    8.503115E-04
   53      0.0261     81.2060    1.256436E-02
   54      0.0005     83.0714    2.451956E-04
   55      0.0074     84.9637    3.695481E-03
   56      0.0001     86.8847    5.083873E-05
   57      0.0010     88.8366    5.173853E-04
   58      0.0000     90.8212    0.000000E+00
   59      0.0001     92.8411    5.353813E-05
   60      0.0000     94.8990    0.000000E+00
   61      0.0000     96.9976    0.000000E+00
   62      0.0000     99.1404    0.000000E+00
   63      0.0000    101.3310    0.000000E+00
   64      0.0000    103.5738    0.000000E+00
   65      0.0000    105.8735    0.000000E+00
   66      0.0000    108.2359    0.000000E+00
   67      0.0000    110.6673    0.000000E+00
   68      0.0000    113.1756    0.000000E+00
   69      0.0000    115.7698    0.000000E+00
   70      0.0000    118.4610    0.000000E+00
   71      0.0000    121.2626    0.000000E+00
   72      0.0000    124.1914    0.000000E+00
   73      0.0000    127.2688    0.000000E+00
   74      0.0000    130.5225    0.000000E+00
   75      0.0000    133.9903    0.000000E+00
   76      0.0000    137.7249    0.000000E+00
   77      0.0000    141.8047    0.000000E+00
   78      0.0000    146.3552    0.000000E+00
   79      0.0000    151.6022    0.000000E+00
   80      0.0000    158.0395    0.000000E+00
   81      0.0000    167.3732    0.000000E+00
