 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   10     48.9736      8.2472    5.970414E+00
   11      0.3212     14.8079    4.288708E-02
   12     14.5960     19.6373    2.118346E+00
   13      0.2080     23.8212    3.260245E-02
   14      7.1186     27.6619    1.198438E+00
   15      0.1367     31.2937    2.460103E-02
   16      4.1969     34.7899    8.040178E-01
   17      0.0949     38.1955    1.928223E-02
   18      2.7999     41.5410    6.014054E-01
   19      0.0710     44.8482    1.607482E-02
   20      2.0114     48.1336    4.787463E-01
   21      0.0554     51.4106    1.382934E-02
   22      1.6107     54.6904    4.207753E-01
   23      0.0448     57.9828    1.222360E-02
   24      1.2976     61.2966    3.691136E-01
   25      0.0370     64.6404    1.095456E-02
   26      1.1087     68.0226    3.411246E-01
   27      0.0308     71.4517    9.834143E-03
   28      0.9846     74.9365    3.258050E-01
   29      0.0253     78.4867    8.665540E-03
   30      0.8448     82.1129    2.991623E-01
   31      0.0205     85.8270    7.497518E-03
   32      0.7092     89.6426    2.676118E-01
   33      0.0163     93.5761    6.339945E-03
   34      0.6565     97.6466    2.629704E-01
   35      0.0124    101.8782    5.110968E-03
   36      0.5892    106.3008    2.496943E-01
   37      0.0091    110.9533    3.962103E-03
   38      0.4406    115.8880    1.969511E-01
   39      0.0065    121.1781    2.981011E-03
   40      0.3601    126.9318    1.693290E-01
   41      0.0043    133.3228    2.071904E-03
   42      0.3845    140.6630    1.897310E-01
   43      0.0023    149.6361    1.161636E-03
   44      0.5979    162.6140    3.089169E-01
