j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 14 7.5 1.66291 42.9520 41.289089053166258 35.063812632013061 3.506381E+01 25.8229
2 15 8.5 6.87084 32.5125 25.641659333912273 31.702088064029432 3.170200E+01 22.9537
3 16 9.5 7.43441 26.7882 19.353787789435170 29.958165097596460 2.995800E+01 20.6583
4 17 10.5 7.57871 23.0215 15.442787023942746 28.650936314916031 2.865072E+01 18.7803
5 18 11.5 7.53007 20.3005 12.770425640265055 26.513916539866656 2.651378E+01 17.2152
6 19 12.5 7.18903 18.2185 11.029469325616155 25.819799297196887 2.581963E+01 15.891
7 20 13.5 7.00114 16.5615 9.5603631867966481 24.908575895091907 2.490818E+01 14.7559
8 21 14.5 6.60357 15.2045 8.6009287486530379 23.978426545444460 2.397843E+01 13.7722
9 22 15.5 6.4252 14.0688 7.6436028558913289 23.950113522774569 2.394938E+01 12.9114
10 23 16.5 6.1147 13.1016 6.9868964182162738 22.965128874007110 2.296505E+01 12.1519
11 24 17.5 5.81073 12.2665 6.4557697069652251 22.122789890989733 2.212185E+01 11.4768
12 25 18.5 5.56122 11.5370 5.9757823841365418 21.998841790215096 2.199851E+01 10.8728
13 26 19.5 5.14846 10.8934 5.7449381465984430 22.239084400162888 2.223785E+01 10.3291
14 27 20.5 4.91143 10.3209 5.4094658537735842 21.466845861328800 2.146679E+01 9.83728
15 28 21.5 4.81105 9.8080 4.9969519361232093 20.815603799291164 2.081560E+01 9.39013
16 29 22.5 4.69529 9.3454 4.6501149229046588 20.432352066692371 2.043026E+01 8.98186
17 30 23.5 4.39183 8.9260 4.5341721305285736 20.046991018026628 2.004599E+01 8.60762
18 31 24.5 4.20387 8.5437 4.3398251696380337 19.233189213878752 1.923179E+01 8.26331
19 32 25.5 3.92731 8.1938 4.2664852140282026 21.181517493093200 2.118046E+01 7.9455
20 33 26.5 3.76218 7.8722 4.1100211973455458 20.311484926228673 2.031138E+01 7.65122
21 34 27.5 3.63793 7.5755 3.9375702782059605 19.141361702506117 1.913985E+01 7.37796
22 35 28.5 3.51907 7.3008 3.7817252648356376 19.599464719874430 1.959908E+01 7.12355
23 36 29.5 3.50357 7.0458 3.5422341176146968 21.752205378628982 2.174942E+01 6.8861
24 37 30.5 3.43162 6.8084 3.3767799840117516 21.946870192608294 2.194597E+01 6.66396
25 38 31.5 3.44926 6.5868 3.1375426367328090 20.926902954453865 2.092412E+01 6.45571
26 39 32.5 3.47914 6.3794 2.9002629760900764 17.029329702470033 1.702933E+01 6.26009
27 40 33.5 3.3623 6.1848 2.8225011749461122 24.856882970662006 2.485537E+01 6.07597
