j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 24 12.5 2.91094 43.8060 40.895059849255425 18.323321777584386 1.832332E+01 21.137
2 25 13.5 7.93164 33.6264 25.694764073927022 15.521421461327090 1.552142E+01 19.6272
3 26 14.5 8.56405 28.0518 19.487754328551009 14.387565012061360 1.438756E+01 18.3187
4 27 15.5 9.06692 24.3783 15.311384682412360 12.569646297980292 1.256964E+01 17.1738
5 28 16.5 8.89199 21.7160 12.824009661941266 12.915077198144894 1.291503E+01 16.1636
6 29 17.5 8.9396 19.6699 10.730302551283998 12.730359795961295 1.273026E+01 15.2656
7 30 18.5 8.4278 18.0333 9.6054982126381248 11.591909569062704 1.159191E+01 14.4622
8 31 19.5 7.91662 16.6855 8.7688835104507135 10.926872866393836 1.092675E+01 13.739
9 32 20.5 7.80296 15.5509 7.7479426689521969 11.673831642416165 1.167341E+01 13.0848
10 33 21.5 7.56248 14.5791 7.0166201819693050 12.110578649336190 1.211051E+01 12.49
11 34 22.5 7.57247 13.7348 6.1623252861236812 10.708629527124117 1.070824E+01 11.947
12 35 23.5 7.16918 12.9930 5.8238227767124968 10.041613469271589 1.004145E+01 11.4492
13 36 24.5 6.92351 12.3348 5.4112874199322052 10.641747047944966 1.064170E+01 10.9912
14 37 25.5 6.76608 11.7459 4.9798220495819603 11.531203185863509 1.153102E+01 10.5685
15 38 26.5 6.36454 11.2153 4.8507562838176312 11.245794286893888 1.124473E+01 10.1771
16 39 27.5 6.33316 10.7343 4.4011355183830059 9.0397976842015950 9.039797E+00 9.8136
17 40 28.5 5.98941 10.2958 4.3063889507531297 11.570837030599224 1.157081E+01 9.4752
