j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 18 9.5 1.52413 43.4076 41.883473636573292 26.289945768944371 2.628994E+01 23.6237
2 19 10.5 6.95452 33.1011 26.146582164652774 23.536313214719463 2.353624E+01 21.4761
3 20 11.5 7.85828 27.4502 19.591918322019740 20.998829180272736 2.099883E+01 19.6864
4 21 12.5 8.39372 23.7267 15.332981426001462 20.035450903652134 2.003536E+01 18.172
5 22 13.5 8.28581 21.0308 12.744989146249539 18.990705953260736 1.899048E+01 16.874
6 23 14.5 8.009 18.9623 10.953298578365466 18.302219279423653 1.830191E+01 15.7491
7 24 15.5 7.75188 17.3111 9.5592182367644725 17.300320886258202 1.730003E+01 14.7648
8 25 16.5 7.4509 15.9545 8.5035968241892803 16.862633704589243 1.686263E+01 13.8963
9 26 17.5 7.16305 14.8153 7.6522527402469338 16.572709086261597 1.657212E+01 13.1243
10 27 18.5 6.65705 13.8421 7.1850533908322047 16.292065708076684 1.629200E+01 12.4335
11 28 19.5 6.58242 12.9990 6.4165771820008226 15.558683972548131 1.555859E+01 11.8118
12 29 20.5 6.3051 12.2601 5.9549955975957181 15.711865057149293 1.571106E+01 11.2494
13 30 21.5 5.84786 11.6064 5.7585445120029881 14.678810461888366 1.467816E+01 10.738
14 31 22.5 5.50892 11.0231 5.5141762010299500 14.240309646587615 1.424023E+01 10.2712
15 32 23.5 5.19266 10.4989 5.3062444178576129 15.948380956889604 1.594836E+01 9.84319
16 33 24.5 5.16066 10.0250 4.8643428472856094 15.587414282370691 1.558669E+01 9.44946
17 34 25.5 5.04116 9.5941 4.5529381893840331 14.190956422462950 1.418961E+01 9.08602
18 35 26.5 4.73849 9.2003 4.4618121794144514 13.644307630286457 1.364343E+01 8.7495
19 36 27.5 4.83203 8.8390 4.0069740979120034 15.609773190407987 1.560973E+01 8.43702
20 37 28.5 4.72187 8.5062 3.7843293369652815 16.720260576466373 1.672000E+01 8.14609
21 38 29.5 4.5413 8.1984 3.6571039036905013 15.835742117413025 1.583377E+01 7.87455
22 39 30.5 4.54444 7.9128 3.3683645355598544 12.457951301549890 1.245693E+01 7.62053
23 40 31.5 4.30835 7.6472 3.3388541619071370 17.623395227705675 1.762112E+01 7.38239
