j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 20 10.5 -1.31165 43.5670 44.878650276508530 22.827942913140255 2.282794E+01 22.7042
2 21 11.5 5.89819 33.3101 27.411911383314866 20.333038142560817 2.033303E+01 20.8122
3 22 12.5 7.30368 27.6882 20.384520159430760 19.234147725636554 1.923414E+01 19.2113
4 23 13.5 7.86586 23.9832 16.117340947076151 18.005946135516414 1.800593E+01 17.839
5 24 14.5 8.33527 21.2994 12.964134245973746 16.612937141575539 1.661282E+01 16.6498
6 25 15.5 8.27607 19.2385 10.962425220106141 15.608185336829932 1.560802E+01 15.6092
7 26 16.5 7.77178 17.5919 9.8201187607592697 15.437579107955356 1.543752E+01 14.691
8 27 17.5 7.57811 16.2377 8.6595915891592270 14.222386123600272 1.422211E+01 13.8748
9 28 18.5 7.232 15.0994 7.8673967900312256 14.594981418341023 1.459476E+01 13.1446
10 29 19.5 7.09535 14.1258 7.0304473580413269 14.109993332624041 1.410975E+01 12.4873
11 30 20.5 6.48751 13.2814 6.7938916290494928 13.222213146401533 1.322220E+01 11.8927
12 31 21.5 6.12145 12.5407 6.4192498364889188 13.164128911332947 1.316403E+01 11.3521
13 32 22.5 5.93313 11.8845 5.9513664258820143 14.445862492081103 1.444503E+01 10.8585
14 33 23.5 5.87719 11.2984 5.4212077981128379 14.341338407322551 1.434114E+01 10.4061
15 34 24.5 5.79932 10.7711 4.9717848943005114 13.131607383708534 1.313122E+01 9.98986
16 35 25.5 5.42737 10.2939 4.8665262603114821 12.067852691347225 1.206735E+01 9.60564
17 36 26.5 5.4477 9.8596 4.4119036009688477 13.628389532889623 1.362830E+01 9.24987
18 37 27.5 5.37456 9.4623 4.0877403236797933 14.741526176239931 1.474140E+01 8.91952
19 38 28.5 5.11293 9.0974 3.9844682058860776 14.037910243499484 1.403771E+01 8.61195
20 39 29.5 5.11357 8.7609 3.6473253676142643 11.036896609010418 1.103510E+01 8.32488
21 40 30.5 4.81562 8.4495 3.6338793911239726 15.214815714797991 1.521356E+01 8.05634
