j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 4 2.5 -0.497584 37.7612 38.258783899334375 411.36074010243487 4.113602E+02 33.0797
2 5 3.5 1.95504 26.5651 24.610056369847811 408.89721824411112 4.088971E+02 24.8098
3 6 4.5 2.41224 20.7048 18.292563952806915 401.85916185795924 4.018591E+02 19.8478
4 7 5.5 2.37542 17.0239 14.648482401416867 400.79913697508812 4.007944E+02 16.5399
5 8 6.5 2.27015 14.4775 12.207350086169459 396.10477938946502 3.961046E+02 14.177
6 9 7.5 2.09228 12.6044 10.512121210245633 395.10181820136791 3.951013E+02 12.4049
7 10 8.5 1.9394 11.1658 9.2263980605846623 391.75131118051553 3.917479E+02 11.0266
8 11 9.5 1.78816 10.0250 8.2368404986503236 389.69225670282606 3.896839E+02 9.92392
9 12 10.5 1.65286 9.0974 7.4445408810917755 387.91765667382526 3.879029E+02 9.02175
10 13 11.5 1.53642 8.3281 6.7916778207638586 384.97737355434748 3.849768E+02 8.26993
11 14 12.5 1.42181 7.6794 6.2575890958926470 383.79768638848259 3.837792E+02 7.63378
12 15 13.5 1.32731 7.1250 5.7976902270808459 381.10394706424256 3.811039E+02 7.08851
13 16 14.5 1.23854 6.6456 5.4070640960553185 379.50246709008741 3.795018E+02 6.61595
14 17 15.5 1.16216 6.2269 5.0647403356234237 377.24875023132256 3.772297E+02 6.20245
15 18 16.5 1.08828 5.8579 4.7696187049201857 375.63788408807920 3.756220E+02 5.8376
16 19 17.5 1.02124 5.5304 4.5091635459872021 372.53544603051711 3.725338E+02 5.51329
17 20 18.5 0.957793 5.2377 4.2799072121381680 370.84396100505256 3.708355E+02 5.22312
18 21 19.5 0.897466 4.9744 4.0769339873440105 367.37663295914490 3.673645E+02 4.96196
19 22 20.5 0.841119 4.7364 3.8952807308828921 365.28049381695871 3.652799E+02 4.72568
20 23 21.5 0.793699 4.5202 3.7265011486807973 361.62701431277281 3.616080E+02 4.51087
21 24 22.5 0.746783 4.3229 3.5761165790127323 359.14756747835497 3.591312E+02 4.31475
22 25 23.5 0.708893 4.1422 3.4333074742494092 355.65888986235205 3.556241E+02 4.13497
23 26 24.5 0.671834 3.9759 3.3040663270175146 352.96976194427896 3.529692E+02 3.96957
24 27 25.5 0.631375 3.8226 3.1912254817997150 349.33509727421080 3.493324E+02 3.81689
25 28 26.5 0.600681 3.6806 3.0799191759156144 345.39735232509338 3.453824E+02 3.67553
26 29 27.5 0.563796 3.5488 2.9850044544978354 341.66658603820872 3.416578E+02 3.54426
27 30 28.5 0.529791 3.4261 2.8963094370053870 336.70575757260031 3.367052E+02 3.42204
28 31 29.5 0.503927 3.3117 2.8077726609109304 333.38342103698261 3.333808E+02 3.30797
29 32 30.5 0.470103 3.2046 2.7344973028336255 330.25765470024146 3.302037E+02 3.20126
30 33 31.5 0.45241 3.1043 2.6518895266705718 330.42491140711957 3.303168E+02 3.10123
31 34 32.5 0.427458 3.0100 2.5825423175938984 323.12997928117670 3.231152E+02 3.00725
32 35 33.5 0.40437 2.9213 2.5169300779454487 322.68361667252020 3.226688E+02 2.9188
33 36 34.5 0.359944 2.8377 2.4777560748397041 317.42702824313494 3.174016E+02 2.83541
34 37 35.5 0.357475 2.7588 2.4013252349795122 308.70918184109502 3.087091E+02 2.75664
35 38 36.5 0.365807 2.6841 2.3182928386523254 339.04675150931445 3.390254E+02 2.68214
36 39 37.5 0.367348 2.6134 2.2460522264233052 314.47055783357513 3.143361E+02 2.61156
37 40 38.5 0.545944 2.5463 2.0003560289031439 344.46801295245308 3.444680E+02 2.54459
