j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 19 10 -1.37348 43.4915 44.864977992481599 22.272299847386215 2.227229E+01 23.151
2 20 11 6.38236 33.2109 26.828541987460238 19.472309645937425 1.947229E+01 21.1379
3 21 12 8.3013 27.5750 19.273700058542158 17.755683674483485 1.775565E+01 19.4468
4 22 13 7.96593 23.8610 15.895070171073314 17.363700630980897 1.736370E+01 18.0063
5 23 14 8.29795 21.1713 12.873345468585738 16.192323464262653 1.619226E+01 16.7645
6 24 15 7.96853 19.1066 11.138068031547812 16.040510454404910 1.604034E+01 15.6829
7 25 16 7.73627 17.4576 9.7213325522778078 15.127572538794736 1.512751E+01 14.7324
8 26 17 7.42471 16.1021 8.6773942286621732 15.004006562072780 1.500391E+01 13.8906
9 27 18 7.12512 14.9632 7.8380781906779999 14.929108842543796 1.492878E+01 13.1398
10 28 19 6.77167 13.9897 7.2180252628913051 15.037634118688114 1.503755E+01 12.4659
11 29 20 6.59305 13.1458 6.5527501146225831 13.671259820748569 1.367062E+01 11.8578
12 30 21 6.14825 12.4058 6.2575471309436752 14.691524431280238 1.469093E+01 11.3063
13 31 22 6.06332 11.7507 5.6873754424197029 13.920385237901121 1.392032E+01 10.8038
14 32 23 5.34415 11.1658 5.8216531942060206 14.443921651317513 1.444376E+01 10.3441
15 33 24 5.13612 10.6400 5.5038820614118364 13.489304474075292 1.348930E+01 9.92185
16 34 25 5.3075 10.1642 4.8566956536364074 14.902638849448191 1.490159E+01 9.53276
17 35 26 5.21506 9.7315 4.5164388038279357 15.042021971934711 1.504184E+01 9.17303
18 36 27 5.05734 9.3359 4.2785552252505799 13.975298739428673 1.397499E+01 8.83947
19 37 28 4.90074 8.9726 4.0718633728709168 12.919344975851107 1.291880E+01 8.52931
20 38 29 4.73359 8.6378 3.9042076733120563 15.253662141054475 1.525365E+01 8.24018
21 39 30 4.80432 8.3281 3.5237837117946764 12.113004668668166 1.211248E+01 7.97001
22 40 31 4.61838 8.0407 3.4223174486818859 14.802440615576003 1.480185E+01 7.717
