j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 25 13 3.45699 43.8538 40.396812780276960 15.361598570181318 1.536160E+01 20.7919
2 26 14 7.9149 33.6901 25.775195295697241 14.176096340682053 1.417608E+01 19.358
3 27 15 9.30033 28.1255 18.825174478403465 13.187136983586447 1.318711E+01 18.1091
4 28 16 9.33219 24.4588 15.126607579117497 13.127918873886092 1.312788E+01 17.0116
5 29 17 9.17259 21.8014 12.628814763738569 11.817969257318836 1.181791E+01 16.0395
6 30 18 9.02398 19.7588 10.734816693433615 12.122081308069140 1.212196E+01 15.1725
7 31 19 8.74042 18.1247 9.3842819373917070 11.415828905096491 1.141580E+01 14.3944
8 32 20 8.27535 16.7787 8.5033489663681419 10.956766472352928 1.095676E+01 13.6922
9 33 21 7.74185 15.6452 7.9033466679224951 10.222500309663545 1.022250E+01 13.0554
10 34 22 7.92517 14.6741 6.7489333533483080 11.027590409334339 1.102702E+01 12.4751
11 35 23 7.68168 13.8302 6.1485241503740902 11.726379325160861 1.172566E+01 11.9443
12 36 24 7.51136 13.0885 5.5771383437648758 9.4186336114051397 9.418479E+00 11.4568
13 37 25 7.29643 12.4301 5.1336695480912446 9.1801548805145998 9.179762E+00 11.0075
14 38 26 6.77328 11.8410 5.0677190456061654 9.9964479490597071 9.996066E+00 10.5921
15 39 27 6.72023 11.3099 4.5896673935468071 8.0401068204322446 8.040067E+00 10.2069
16 40 28 6.40869 10.8283 4.4196106042225001 10.797907946311391 1.079770E+01 9.8488
