j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 23 12 2.1934 43.7540 41.560604011900111 17.446081731736260 1.744607E+01 21.4993
2 24 13 7.64422 33.5573 25.913075012289131 15.878654326835932 1.587865E+01 19.9067
3 25 14 8.61991 27.9721 19.352191406415539 14.479665963650030 1.447958E+01 18.5339
4 26 15 8.96902 24.2913 15.322280196374019 13.692354364207945 1.369233E+01 17.3381
5 27 16 8.89253 21.6240 12.731465967380547 13.527410142204799 1.352733E+01 16.2873
6 28 17 8.40209 19.5743 11.172208720317451 13.266816548237358 1.326674E+01 15.3566
7 29 18 8.34947 17.9352 9.5857346981793174 12.147945172351799 1.214792E+01 14.5265
8 30 19 8.03294 16.5857 8.5527588222878510 12.294562677127754 1.229421E+01 13.7816
9 31 20 7.77228 15.4500 7.6777193014067802 11.788323297033171 1.178823E+01 13.1093
10 32 21 7.18806 14.4775 7.2894445908375545 11.772564370249411 1.177254E+01 12.4996
11 33 22 6.70041 13.6330 6.9325928349488848 11.019114402913409 1.101890E+01 11.944
12 34 23 6.99572 12.8912 5.8954807853167814 11.979387312984288 1.197938E+01 11.4358
13 35 24 6.82444 12.2332 5.4087563862685570 12.389900597949540 1.238987E+01 10.969
14 36 25 6.66023 11.6448 4.9845651642476847 10.634126090979938 1.063403E+01 10.5389
15 37 26 6.49481 11.1148 4.6199885207657001 9.9799148090769840 9.979733E+00 10.1412
16 38 27 6.00211 10.6344 4.6322899844894918 11.468451255436269 1.146793E+01 9.7724
17 39 28 6.03742 10.1967 4.1592835643391597 9.0816784243007955 9.080855E+00 9.42951
18 40 29 5.75964 9.7959 4.0362589890642564 11.638536995363067 1.163764E+01 9.10987
