j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 31 16 5.57185 44.0757 38.503848244025505 12.274965844272941 1.227497E+01 19.0195
2 32 17 9.10494 33.9878 24.882862782198252 10.007089670706653 1.000708E+01 17.9327
3 33 18 9.99978 28.4721 18.472315728997025 9.2991710073515463 9.299150E+00 16.9633
4 34 19 10.5672 24.8399 14.272730555247628 9.3267104082585686 9.326676E+00 16.0934
5 35 20 10.6043 22.2077 11.603412341130074 9.6135534019537836 9.613553E+00 15.3084
6 36 21 10.0929 20.1838 10.090934303739946 8.0856958497483244 8.085689E+00 14.5964
7 37 22 9.85221 18.5636 8.7113891045945824 8.0101133588012381 8.010099E+00 13.9476
8 38 23 9.20952 17.2280 8.0184785621459209 7.8832385932978086 7.883197E+00 13.3541
9 39 24 9.06985 16.1021 7.0322546834542514 6.3679768396639389 6.367841E+00 12.8091
10 40 25 8.61751 15.1363 6.5187902220563458 8.9488619782013021 8.948788E+00 12.3067
